code,datum,hoogtemaaiveld,xcoord,ycoord,onderzoek,type,situ,id,created,boormeester,modified,grondwaterstand,broId,geoLatitude,geoLongitude
"BRRIJT001_G","2024-11-07T23:00:00.000Z","31.344","151627.818","369060.342","326998936","2382","2672","841665064","2024-11-08T11:46:26.000Z","","","","","",""
"WOU006_G","2024-05-09T22:00:00.000Z","11.825","84544.639","388279.977","838634349","2382","2562","838634556","2024-11-05T15:39:47.000Z","","","","","",""
"WOU005_G","2024-05-09T22:00:00.000Z","11.531","84566.041","387362.721","838634349","2382","2592","838634533","2024-11-05T15:39:47.000Z","","","","","",""
"WOU002_G","2024-05-09T22:00:00.000Z","14.413","83947.845","386900.593","838634349","2382","2562","838634505","2024-11-05T15:39:46.000Z","","","","","",""
"WOU004_1_G","2024-05-05T22:00:00.000Z","10.096","84512.141","387236.236","838634349","2382","2592","838634483","2024-11-05T15:39:46.000Z","","","","","",""
"WOU007_1_G","2024-05-05T22:00:00.000Z","13.048","83996.971","385922.883","838634349","2382","2562","838634451","2024-11-05T15:39:46.000Z","","","","","",""
"WOU004_2_G","2024-05-05T22:00:00.000Z","10.096","84512.66","387236.131","838634349","2382","2592","838634423","2024-11-05T15:39:46.000Z","rob","","","","",""
"WOU003_G","2024-05-05T22:00:00.000Z","16.004","83762.861","386776.069","838634349","2382","2562","838634385","2024-11-05T15:39:46.000Z","rob","","","","",""
"WOU007_2_G","2024-05-05T22:00:00.000Z","13.048","83996.119","385922.737","838634349","2382","2592","838634351","2024-11-05T15:39:46.000Z","rob","","","","",""
"HGL02_B1","2024-11-04T23:00:00.000Z","25.965","146647.632","379100.609","836383286","2377","2592","838581944","2024-11-05T10:25:26.000Z","Sander","2024-11-05T12:54:55.000Z","","","",""
"HGL02_G","2024-11-04T23:00:00.000Z","26.038","146646.604","379087.392","836383286","2382","2582","838581930","2024-11-05T10:25:26.000Z","Sander","2024-11-05T12:16:59.000Z","","","",""
"HGL04_G","2024-11-03T23:00:00.000Z","26.734","146405.266","378904.172","836383286","2382","2592","836404371","2024-11-04T12:49:44.000Z","Sander","2024-11-05T09:46:41.000Z","","","",""
"HGL03_B2","2024-11-03T23:00:00.000Z","25.413","146639.894","379076.186","836383286","2377","2592","836404361","2024-11-04T12:49:44.000Z","Sander","2024-11-05T12:58:29.000Z","","","",""
"HGL03_G","2024-11-03T23:00:00.000Z","25.455","146653.2","379076.894","836383286","2382","2592","836397709","2024-11-04T11:40:27.000Z","Sander","2024-11-05T09:53:10.000Z","","","",""
"HGL03_B1","2024-11-03T23:00:00.000Z","25.584","146667.365","379081.866","836383286","2377","2592","836397688","2024-11-04T11:40:27.000Z","Sander","2024-11-05T12:58:04.000Z","","","",""
"HGL01_B2","2024-11-03T23:00:00.000Z","25.773","146604.18","379125.682","836383286","2377","2582","836383322","2024-11-04T10:15:11.000Z","Sander","2024-11-05T12:36:17.000Z","","","",""
"HGL01_G","2024-11-03T23:00:00.000Z","25.82","146612.815","379140.975","836383286","2382","2582","836383304","2024-11-04T10:15:11.000Z","Sander","2024-11-05T12:25:04.000Z","","","",""
"HGL01_B1","2024-11-03T23:00:00.000Z","25.793","146631.219","379145.183","836383286","2377","2582","836383288","2024-11-04T10:15:11.000Z","Sander","2024-11-05T12:35:41.000Z","","","",""
"KORV01_G","2024-10-23T22:00:00.000Z","11.229","169139.481","399849.457","825879691","2382","2592","825879728","2024-10-24T11:11:27.000Z","Sander","2024-10-30T07:55:56.000Z","","","",""
"KORV02_G","2024-10-23T22:00:00.000Z","11.286","169004.21","399800.424","825879691","2382","2592","825879714","2024-10-24T11:11:27.000Z","Sander","2024-10-30T08:19:07.000Z","","","",""
"KORV03_G","2024-10-23T22:00:00.000Z","11.121","169129.261","399650.199","825879691","2382","2592","825879693","2024-10-24T11:11:27.000Z","Sander","2024-10-30T08:27:50.000Z","","","",""
"RIVE001_O","2024-10-20T22:00:00.000Z","22.275","161134.29","374916.04","804672278","17665869","2687","823935654","2024-10-22T08:59:13.000Z","","","","","",""
"BOSVE02_O","2024-10-16T10:00:00.000Z","43.089","176552.208","319490.923","818072178","17665869","819197445","818073438","2024-10-16T18:07:25.000Z","","2024-10-17T06:33:27.000Z","","","",""
"BOSVE01_O","2024-10-16T10:00:00.000Z","42.195","176568.459","319485.43","818072178","17665869","819197445","818072379","2024-10-16T17:58:16.000Z","","2024-10-17T06:28:09.000Z","","","",""
"VELD 4 PB B","2020-09-08T22:00:00.000Z","18.368","172125.225","414886.365","818000976","2382","","818003034","2024-10-16T07:21:06.000Z","","","","","",""
"VELD 4 PB A","2020-09-08T22:00:00.000Z","18.368","172126.017","414890.166","818000976","2382","","818002920","2024-10-16T07:19:51.000Z","","","","","",""
"VELD 3 PB B","2020-09-08T22:00:00.000Z","18.33","172118.143","414929.586","818000976","2382","","818002836","2024-10-16T07:18:41.000Z","","","","","",""
"VELD 3 PB A","2020-09-08T22:00:00.000Z","18.39","172115.545","414936.757","818000976","2382","","818002477","2024-10-16T07:16:42.000Z","","","","","",""
"VELD 2  PB B","2020-09-08T22:00:00.000Z","18.386","172070.776","415001.993","818000976","2382","","818001571","2024-10-16T07:11:34.000Z","","","","","",""
"VELD 2  PB A","2020-09-08T22:00:00.000Z","18.38","172064","415000","818000976","2382","","818001368","2024-10-16T07:10:10.000Z","","","","","",""
"VELD 1 PB B","2020-09-08T22:00:00.000Z","18.35","172116","415011","818000976","2382","","818001285","2024-10-16T07:09:11.000Z","","2024-10-16T07:10:19.000Z","","","",""
"VELD 1 PB A","2020-09-08T22:00:00.000Z","18.37","172109","415010","818000976","2382","","818001183","2024-10-16T07:07:49.000Z","","","","","",""
"GWS_PEE_003","2024-04-21T22:00:00.000Z","31.947","193963.829","380908.379","155582937","2382","2557","817074680","2024-10-15T12:26:28.000Z","","","","","",""
"GWS_PEE_001","2022-04-21T22:00:00.000Z","32.421","194153.954","379401.505","155582937","2382","2557","817074141","2024-10-15T12:23:06.000Z","","2024-10-15T12:24:22.000Z","","","",""
"K14E","2024-10-06T22:00:00.000Z","28.09","183620.982","371125.841","655910772","2377","2592","817042813","2024-10-15T09:12:34.000Z","rob","2024-10-15T11:19:58.000Z","","","",""
"K14D","2024-10-06T22:00:00.000Z","27.899","183632.305","371110.353","655910772","2377","2592","817042805","2024-10-15T09:12:34.000Z","rob","2024-10-15T11:19:52.000Z","","","",""
"K14C","2024-10-06T22:00:00.000Z","28.015","183634.336","371095.02","655910772","2377","2592","817042793","2024-10-15T09:12:34.000Z","rob","2024-10-15T11:19:44.000Z","","","",""
"K14A","2024-10-06T22:00:00.000Z","28.636","183612.502","371075.939","655910772","2377","2592","817042781","2024-10-15T09:12:34.000Z","rob","2024-10-15T11:19:38.000Z","","","",""
"K14B","2024-10-06T22:00:00.000Z","28.688","183601.855","371080.2","655910772","2377","2592","817042769","2024-10-15T09:12:34.000Z","rob","2024-10-15T11:19:31.000Z","","","",""
"K14F","2024-10-06T22:00:00.000Z","28.237","183608.264","371140.609","655910772","2377","2592","817033410","2024-10-15T08:07:25.000Z","rob","2024-10-15T11:19:23.000Z","","","",""
"boring03","2024-10-13T22:00:00.000Z","31.093","192001.346","382226.119","816080905","2377","2687","816103263","2024-10-14T10:31:37.000Z","Stefan Dille","2024-10-31T10:27:02.000Z","","","",""
"boring04","2024-10-13T22:00:00.000Z","31.036","192008.675","382198.295","816080905","2377","2687","816100848","2024-10-14T10:19:35.000Z","Sander","2024-10-31T10:27:36.000Z","","","",""
"boring05","2024-10-13T22:00:00.000Z","31.249","192007.74","382180.588","816080905","2377","2562","816100836","2024-10-14T10:19:35.000Z","Sander","2024-10-31T11:41:21.000Z","","","",""
"boring06","2024-10-13T22:00:00.000Z","31.845","192020.391","382155.92","816080905","2377","2562","816100820","2024-10-14T10:19:35.000Z","Sander","2024-10-31T11:42:02.000Z","","","",""
"boring07","2024-10-13T22:00:00.000Z","31.431","192021.194","382135.266","816080905","2377","2562","816100806","2024-10-14T10:19:35.000Z","Sander","2024-10-31T11:42:33.000Z","","","",""
"boring08","2024-10-13T22:00:00.000Z","31.951","192022.62","382112.702","816080905","2377","2562","816100791","2024-10-14T10:19:35.000Z","Sander","2024-10-31T11:43:03.000Z","","","",""
"boring02","2024-10-13T22:00:00.000Z","31.402","191993.542","382238.588","816080905","2377","2562","816100777","2024-10-14T10:19:35.000Z","Sander","2024-10-31T10:23:32.000Z","","","",""
"NIEL002_G","2024-10-09T22:00:00.000Z","1.885","199686.017","146141.813","816080938","2382","2592","816080952","2024-10-14T07:05:20.000Z","Sander","2024-10-14T17:49:31.000Z","1.969","","",""
"NIEL001_G","2024-10-09T22:00:00.000Z","1.775","199815.027","146301.681","816080938","2382","2592","816080940","2024-10-14T07:05:20.000Z","Sander","2024-10-14T17:49:09.000Z","1.133","","",""
"boring01","2024-10-13T22:00:00.000Z","31.683","191987.137","382276.789","816080905","2377","2562","816080907","2024-10-14T07:05:19.000Z","Sander","2024-10-31T10:22:41.000Z","","","",""
"PUB033 - Heksenboom","2024-10-09T22:00:00.000Z","18.711","187745.265","404240.846","457804942","2377","2562","812409067","2024-10-10T11:35:23.000Z","Sander","2024-10-21T08:42:28.000Z","1.975","","",""
"PUB040 - Slabroek","2024-10-09T22:00:00.000Z","18.648","169703.925","412018.563","457804942","2382","2562","812387563","2024-10-10T08:31:00.000Z","Sander","2024-10-21T08:40:05.000Z","1.975","","",""
"MEI009_O","2024-10-01T10:00:00.000Z","-3.159","114551.673","458351.686","499169647","17665869","2687","811485156","2024-10-09T18:17:01.000Z","","2024-10-11T12:31:45.000Z","","","",""
"DIJK39 boring 2","2024-10-07T22:00:00.000Z","30.34","149935.554","374170.506","810507796","2377","2577","810507824","2024-10-08T16:35:41.000Z","Veldwerker","2024-10-08T16:47:02.000Z","0.88","","",""
"DIJK39 boring 1","2024-10-07T22:00:00.000Z","30.352","149946.387","374180.36","810507796","2377","2577","810507815","2024-10-08T16:35:41.000Z","Veldwerker","2024-10-08T16:46:32.000Z","0.936","","",""
"DIJK37 boring 2","2024-10-07T22:00:00.000Z","29.948","149924.937","374198.963","810507796","2377","2577","810507806","2024-10-08T16:35:41.000Z","Veldwerker","2024-10-08T16:45:10.000Z","0.56","","",""
"DIJK37 boring 1","2024-10-07T22:00:00.000Z","29.982","149941.356","374190.779","810507796","2377","2577","810507797","2024-10-08T16:35:41.000Z","Veldwerker","2024-10-08T16:45:30.000Z","0.63","","",""
"BROE001_1_O","2024-05-06T22:00:00.000Z","30.132","190848.166","379528.371","810456378","17665869","2687","810456441","2024-10-08T10:50:29.000Z","","","","","",""
"BROE002_1_O","2024-05-06T22:00:00.000Z","30.163","190914.381","379466.39","810456378","17665869","2687","810456439","2024-10-08T10:50:29.000Z","","","","","",""
"BROE003_1_O","2024-05-06T22:00:00.000Z","30.336","190922.39","379450.666","810456378","17665869","2687","810456437","2024-10-08T10:50:29.000Z","","","","","",""
"BROE001_2_O","2024-05-06T22:00:00.000Z","30.132","190847.935","379527.671","810456378","17665869","2687","810456416","2024-10-08T10:50:29.000Z","Sander","","","","",""
"BROE002_2_G","2024-05-06T22:00:00.000Z","31.762","190915.732","379461.733","810456378","2382","2562","810456380","2024-10-08T10:50:29.000Z","Sander","","","","",""
"BROE001_1_O","2024-05-06T22:00:00.000Z","30.132","190848.166","379528.371","810455113","17665869","2687","810455177","2024-10-08T10:36:27.000Z","","","","","",""
"BROE002_1_O","2024-05-06T22:00:00.000Z","30.163","190914.381","379466.39","810455113","17665869","2687","810455175","2024-10-08T10:36:27.000Z","","","","","",""
"BROE003_1_O","2024-05-06T22:00:00.000Z","30.336","190922.39","379450.666","810455113","17665869","2687","810455173","2024-10-08T10:36:27.000Z","","","","","",""
"BROE001_2_O","2024-05-06T22:00:00.000Z","30.132","190847.935","379527.671","810455113","17665869","2687","810455152","2024-10-08T10:36:26.000Z","Sander","","","","",""
"BROE002_2_G","2024-05-06T22:00:00.000Z","31.762","190915.732","379461.733","810455113","2382","2562","810455115","2024-10-08T10:36:26.000Z","Sander","","","","",""
"BROE001_1_O","2024-05-06T22:00:00.000Z","30.132","190848.166","379528.371","809470858","17665869","2687","809470922","2024-10-07T10:17:29.000Z","","","","","",""
"BROE002_1_O","2024-05-06T22:00:00.000Z","30.163","190914.381","379466.39","809470858","17665869","2687","809470920","2024-10-07T10:17:29.000Z","","","","","",""
"BROE003_1_O","2024-05-06T22:00:00.000Z","30.336","190922.39","379450.666","809470858","17665869","2687","809470918","2024-10-07T10:17:29.000Z","","","","","",""
"BROE001_2_O","2024-05-06T22:00:00.000Z","30.132","190847.935","379527.671","809470858","17665869","2687","809470897","2024-10-07T10:17:29.000Z","Sander","","","","",""
"BROE002_2_G","2024-05-06T22:00:00.000Z","31.762","190915.732","379461.733","809470858","2382","2562","809470861","2024-10-07T10:17:29.000Z","Sander","","","","",""
"K12B","2024-10-03T22:00:00.000Z","28.186","183721","371028","655910772","2377","2687","805612462","2024-10-04T14:27:33.000Z","Sander","2024-10-08T05:24:02.000Z","","","",""
"K12A","2024-10-03T22:00:00.000Z","28.264","183726","371043","655910772","2377","2687","805612450","2024-10-04T14:27:33.000Z","Sander","2024-10-08T05:23:49.000Z","","","",""
"RIVE002_G","2024-10-02T22:00:00.000Z","23.256","161096.907","374880.811","804672278","2382","2592","804672334","2024-10-03T16:10:49.000Z","Sander","2024-10-04T06:19:57.000Z","","","",""
"RIVE003_G","2024-10-02T22:00:00.000Z","23.467","161407.426","374851.502","804672278","2382","2562","804672314","2024-10-03T16:10:49.000Z","Sander","2024-10-04T06:25:54.000Z","","","",""
"RIVE004_G","2024-10-02T22:00:00.000Z","22.152","161528.059","374597.733","804672278","2382","2702","804672304","2024-10-03T16:10:49.000Z","Sander","2024-10-15T06:36:01.000Z","","","",""
"RIVE005_G","2024-10-02T22:00:00.000Z","2226.5","161529.665","374596.926","804672278","2382","2702","804672280","2024-10-03T16:10:49.000Z","Sander","2024-10-04T06:42:32.000Z","","","",""
"KORH02_G","2024-09-18T22:00:00.000Z","13.387","171168.345","396609.127","803612288","2382","2592","803612370","2024-10-02T05:42:02.000Z","Sander","","","","",""
"KORH03_G","2024-09-18T22:00:00.000Z","13.283","171314.709","396591.784","803612288","2382","2592","803612351","2024-10-02T05:42:02.000Z","Sander","","","","",""
"KORH01_G","2024-09-18T22:00:00.000Z","13.382","171261.108","396672.852","803612288","2382","2592","803612332","2024-10-02T05:42:02.000Z","Sander","","","","",""
"STH01_G","2024-09-16T22:00:00.000Z","9.634","168343.335","404553.09","803612288","2382","2592","803612318","2024-10-02T05:42:02.000Z","rob","","","","",""
"STH03_G","2024-09-16T22:00:00.000Z","9.66","168335.696","404457.858","803612288","2382","2592","803612303","2024-10-02T05:42:02.000Z","rob","","","","",""
"STH02_G","2024-09-16T22:00:00.000Z","9.571","168253.142","404504.525","803612288","2382","2592","803612290","2024-10-02T05:42:02.000Z","rob","","","","",""
"MEI010_G","2024-09-30T22:00:00.000Z","-2.568","114381.403","458451.577","499169647","2382","2592","802020700","2024-10-01T13:42:20.000Z","rob","2024-10-24T09:50:03.000Z","","GMW000000084806","",""
"MEI016_G","2024-09-29T22:00:00.000Z","-2.37","113137.131","458024.459","499169647","2382","2592","802020680","2024-10-01T13:42:20.000Z","rob","2024-10-24T09:52:03.000Z","","GMW000000084807","",""
"MEI015_G","2024-09-29T22:00:00.000Z","-2.434","113590.363","457764.262","499169647","2382","2592","802020658","2024-10-01T13:42:20.000Z","rob","2024-10-24T09:51:38.000Z","","GMW000000084805","",""
"MEI011_G","2024-09-29T22:00:00.000Z","-2.572","114339.86","458401.389","499169647","2382","2592","802020636","2024-10-01T13:42:20.000Z","rob","2024-10-24T09:50:36.000Z","","GMW000000084808","",""
"MEI012_G","2024-09-29T22:00:00.000Z","-2.49","114307.402","458361.204","499169647","2382","2592","802020616","2024-10-01T13:42:20.000Z","rob","2024-10-24T09:51:03.000Z","","GMW000000084809","",""
"MAWA20047","2024-09-17T22:00:00.000Z","7.256","173776.586","423916.205","801029808","2382","2592","801031954","2024-09-30T09:24:38.000Z","rob","","","","",""
"MAWA20044","2024-09-16T22:00:00.000Z","5.376","167088.435","432013.161","801029808","2382","2592","801031943","2024-09-30T09:24:38.000Z","Sander","","","","",""
"MAWA20052","2024-09-17T22:00:00.000Z","7.182","173776.737","423916.876","801029808","2382","2592","801031924","2024-09-30T09:24:38.000Z","rob","","","","",""
"ALMB20027","2024-08-27T22:00:00.000Z","-0.577","126537.011","417781.665","801029808","2382","2592","801031899","2024-09-30T09:24:38.000Z","rob","","","","",""
"ALMB20026","2024-08-27T22:00:00.000Z","0.45","119503.725","416537.813","801029808","2382","2592","801031869","2024-09-30T09:24:38.000Z","rob","2024-10-02T15:22:11.000Z","","","",""
"MAWA20049","2024-09-16T22:00:00.000Z","5.404","167088.562","432013.759","801029808","2382","2592","801031852","2024-09-30T09:24:38.000Z","Sander","","","","",""
"BETU20029","2024-09-16T22:00:00.000Z","9.666","189284.226","432401.151","801029808","2382","2592","801031837","2024-09-30T09:24:37.000Z","Sander","","","","",""
"BENL20056","2024-09-16T22:00:00.000Z","3.769","152983.283","425647.949","801029808","2382","2592","801031822","2024-09-30T09:24:37.000Z","Sander","","","","",""
"BENL20048","2024-09-16T22:00:00.000Z","3.738","152982.906","425648.442","801029808","2382","2592","801031797","2024-09-30T09:24:37.000Z","Sander","","","","",""
"BENL20054","2024-09-16T22:00:00.000Z","0.794","132411.132","431195.883","801029808","2382","2592","801031772","2024-09-30T09:24:37.000Z","Sander","","","","",""
"BENL20052","2024-09-16T22:00:00.000Z","4.13","147911.506","434519.792","801029808","2382","2592","801031747","2024-09-30T09:24:37.000Z","Sander","","","","",""
"BENL20051","2024-09-16T22:00:00.000Z","2.654","142828.079","434051.405","801029808","2382","2592","801031728","2024-09-30T09:24:37.000Z","Sander","","","","",""
"BENL20049","2024-09-16T22:00:00.000Z","3.294","148804.543","430894.222","801029808","2382","2592","801031699","2024-09-30T09:24:37.000Z","Sander","","","","",""
"BENL20047","2024-09-16T22:00:00.000Z","-0.111","133943.113","429504.089","801029808","2382","2592","801031668","2024-09-30T09:24:37.000Z","Sander","","","","",""
"BENL20046","2024-09-16T22:00:00.000Z","-0.274","129588.187","427148.011","801029808","2382","2592","801031641","2024-09-30T09:24:37.000Z","Sander","","","","",""
"ALBL20016","2024-09-16T22:00:00.000Z","-0.984","122655.082","434472.388","801029808","2382","2592","801031608","2024-09-30T09:24:37.000Z","Sander","","","","",""
"MAWA20045","2024-08-28T22:00:00.000Z","8.201","181459.137","431334.883","801029808","2382","2592","801031577","2024-09-30T09:24:37.000Z","Sander","","","","",""
"BOMW20032","2024-08-26T22:00:00.000Z","2.797","150031.846","423152.016","801029808","2382","2592","801031547","2024-09-30T09:24:37.000Z","Sander","","","","",""
"MAWA20050","2024-08-28T22:00:00.000Z","8.181","181459.422","431335.743","801029808","2382","2592","801031516","2024-09-30T09:24:37.000Z","Sander","","","","",""
"ALMB20033","2024-08-27T22:00:00.000Z","-0.577","126537.011","417781.665","801029808","2382","2592","801031491","2024-09-30T09:24:37.000Z","rob","","","","",""
"ALMB20032","2024-08-27T22:00:00.000Z","-0.415","119503.725","416537.813","801029808","2382","2592","801031463","2024-09-30T09:24:37.000Z","rob","","","","",""
"BOMW20029","2024-08-26T22:00:00.000Z","2.307","139969.728","423322.168","801029808","2382","2592","801031438","2024-09-30T09:24:37.000Z","Sander","","","","",""
"BENL20045","2024-08-21T22:00:00.000Z","-0.438","129249.021","433109.579","801029808","2382","2592","801031394","2024-09-30T09:24:37.000Z","Sander","","","","",""
"ALBL20017","2024-08-19T22:00:00.000Z","-1.825","111514.824","432483.663","801029808","2382","2592","801031354","2024-09-30T09:24:37.000Z","rob","","","","",""
"ALBL20018","2024-08-19T22:00:00.000Z","-1.331","118852.677","437383.775","801029808","2382","2592","801031314","2024-09-30T09:24:37.000Z","Sander","","","","",""
"ZALT002_G","2024-05-22T22:00:00.000Z","7.86","145210.081","425013.03","801029808","2382","2607","801031263","2024-09-30T09:24:36.000Z","Sander","","","","",""
"ZALT001_G","2024-05-22T22:00:00.000Z","7.86","145234.845","425042.038","801029808","2382","2607","801031208","2024-09-30T09:24:36.000Z","Sander","","","","",""
"BURG001_G","2024-05-16T22:00:00.000Z","8.493","181703.804","424523.307","801029808","2382","2592","801031184","2024-09-30T09:24:36.000Z","Sander","","","","",""
"BETU20030","2023-12-18T23:00:00.000Z","5.466","159576.521","442837.256","801029808","2382","2592","801031150","2024-09-30T09:24:36.000Z","Stefan Dille","","","","",""
"MAWA20051","2023-11-29T23:00:00.000Z","4.977","159963.084","429724.047","801029808","2382","2592","801031131","2024-09-30T09:24:36.000Z","Wessel Langedijk","","","","",""
"GROO20016","2023-12-18T23:00:00.000Z","10.63","197566.2","427696.1","801029808","2382","2592","801031094","2024-09-30T09:24:36.000Z","Stefan Dille","","","","",""
"GROO20015","2023-12-18T23:00:00.000Z","10.916","199644.8","429039.4","801029808","2382","2592","801031060","2024-09-30T09:24:36.000Z","Stefan Dille","","","","",""
"BETU20028","2023-12-13T23:00:00.000Z","8.732","170973.004","435285.131","801029808","2382","2592","801031032","2024-09-30T09:24:36.000Z","Sander","","","","",""
"BETU20026","2023-12-13T23:00:00.000Z","7.707","179425.111","437166.976","801029808","2382","2592","801031001","2024-09-30T09:24:36.000Z","Sander","","","","",""
"ALMB20028","2023-11-08T23:00:00.000Z","0.115","123450.175","425530.106","801029808","2382","2592","801030952","2024-09-30T09:24:36.000Z","Wessel Langedijk","","","","",""
"ALMB20023","2023-11-07T23:00:00.000Z","0.346","125961.933","423535.929","801029808","2382","2592","801030920","2024-09-30T09:24:36.000Z","Wessel Langedijk","","","","",""
"ALBL20021","2023-11-13T23:00:00.000Z","-1.445","117222.747","427292.277","801029808","2382","2592","801030887","2024-09-30T09:24:36.000Z","Wessel Langedijk","","","","",""
"ALBL20028","2023-11-13T23:00:00.000Z","-1.215","121615.863","428745.938","801029808","2382","2592","801030852","2024-09-30T09:24:36.000Z","Wessel Langedijk","","","","",""
"ALBL20024","2023-11-14T23:00:00.000Z","-0.34","125643.622","432559.769","801029808","2382","2592","801030818","2024-09-30T09:24:35.000Z","Wessel Langedijk","","","","",""
"ALBL20026","2023-11-16T23:00:00.000Z","-1.369","106109.993","433312.542","801029808","2382","2592","801030775","2024-09-30T09:24:35.000Z","Wessel Langedijk","","","","",""
"GROO20018","2023-12-18T23:00:00.000Z","10.63","197566.172","427696.116","801029808","2382","2592","801030738","2024-09-30T09:24:35.000Z","Stefan Dille","","","","",""
"GROO20017","2023-12-18T23:00:00.000Z","10.916","199645","429039.4","801029808","2382","2592","801030705","2024-09-30T09:24:35.000Z","Stefan Dille","","","","",""
"BETU20027","2023-12-18T23:00:00.000Z","5.466","159576.483","442837.242","801029808","2382","2592","801030671","2024-09-30T09:24:35.000Z","Stefan Dille","","","","",""
"BETU20009","2023-12-13T23:00:00.000Z","7.696","179425.141","437166.956","801029808","2382","2592","801030640","2024-09-30T09:24:35.000Z","Sander","","","","",""
"BETU20031","2023-12-13T23:00:00.000Z","8.736","170972.966","435285.283","801029808","2382","2592","801030612","2024-09-30T09:24:35.000Z","Sander Dille","","","","",""
"BOMW20030","2023-12-11T23:00:00.000Z","1.804","142090.103","422163.282","801029808","2382","2592","801030584","2024-09-30T09:24:35.000Z","Sander","","","","",""
"BOMW20031","2023-12-11T23:00:00.000Z","1.795","142090.07","422163.111","801029808","2382","2592","801030554","2024-09-30T09:24:35.000Z","Sander Dille","","","","",""
"BENL20055","2023-12-11T23:00:00.000Z","1.1","139230.611","430428.298","801029808","2382","2592","801030530","2024-09-30T09:24:35.000Z","Sander","","","","",""
"GROO20013","2023-11-29T23:00:00.000Z","34.116","193092.522","418055.53","801029808","2382","2592","801030505","2024-09-30T09:24:35.000Z","Wessel Langedijk","","","","",""
"MAWA20046","2023-11-29T23:00:00.000Z","4.975","159963.1","429723.993","801029808","2382","2592","801030486","2024-09-30T09:24:35.000Z","Wessel Langedijk","","","","",""
"GROO20011","2023-11-27T23:00:00.000Z","17.39","195929.337","419812.521","801029808","2382","2592","801030469","2024-09-30T09:24:35.000Z","Wessel Langedijk","","","","",""
"MAWA20048","2023-11-20T23:00:00.000Z","8.567","181039.863","422250.778","801029808","2382","2592","801030418","2024-09-30T09:24:35.000Z","Wessel Langedijk","","","","",""
"GROO20009","2023-11-20T23:00:00.000Z","12.499","186303.301","423223.673","801029808","2382","2592","801030393","2024-09-30T09:24:35.000Z","Wessel Langedijk","","","","",""
"ALBL20022","2023-11-16T23:00:00.000Z","-1.362","106109.649","433313.027","801029808","2382","2592","801030350","2024-09-30T09:24:35.000Z","Wessel Langedijk","","","","",""
"ALBL20013","2023-11-16T23:00:00.000Z","-1.53","110111.129","428078.331","801029808","2382","2592","801030315","2024-09-30T09:24:34.000Z","Wessel Langedijk","","","","",""
"ALBL20012","2023-11-15T23:00:00.000Z","-0.897","126738.627","436694.504","801029808","2382","2592","801030278","2024-09-30T09:24:34.000Z","Wessel Langedijk","","","","",""
"ALBL20014","2023-11-15T23:00:00.000Z","-1.22","106611.457","430302.571","801029808","2382","2592","801030243","2024-09-30T09:24:34.000Z","Wessel Langedijk","","","","",""
"ALBL20020","2023-11-14T23:00:00.000Z","-0.361","125643.138","432559.714","801029808","2382","2592","801030209","2024-09-30T09:24:34.000Z","Wessel Langedijk","","","","",""
"ALBL20015","2023-11-14T23:00:00.000Z","-0.94","117479.46","431161.312","801029808","2382","2592","801030164","2024-09-30T09:24:34.000Z","Wessel Langedijk","","","","",""
"ALBL20025","2023-11-13T23:00:00.000Z","-1.477","117222.136","427292.219","801029808","2382","2592","801030131","2024-09-30T09:24:34.000Z","Wessel Langedijk","","","","",""
"ALBL20019","2023-11-13T23:00:00.000Z","-1.215","121616.194","428745.44","801029808","2382","2592","801030096","2024-09-30T09:24:34.000Z","Wessel Langedijk","","","","",""
"ALMB20021","2023-11-08T23:00:00.000Z","0.824","118336.445","420623.955","801029808","2382","2592","801030055","2024-09-30T09:24:34.000Z","Wessel Langedijk","","","","",""
"ALMB20020","2023-11-08T23:00:00.000Z","0.783","121417.072","421924.448","801029808","2382","2592","801030011","2024-09-30T09:24:34.000Z","Wessel Langedijk","","","","",""
"ALMB20022","2023-11-08T23:00:00.000Z","0.131","123450.172","425530.111","801029808","2382","2592","801029960","2024-09-30T09:24:34.000Z","Wessel Langedijk","","","","",""
"ALMB20029","2023-11-07T23:00:00.000Z","0.338","125961.416","423534.841","801029808","2382","2592","801029928","2024-09-30T09:24:34.000Z","Wessel Langedijk","","","","",""
"ALMB20019","2023-11-07T23:00:00.000Z","1.032","126965.11","421007.374","801029808","2382","2592","801029890","2024-09-30T09:24:34.000Z","Wessel Langedijk","","","","",""
"ALMB20025","2023-11-06T23:00:00.000Z","-0.023","129868.652","418681.105","801029808","2382","2592","801029877","2024-09-30T09:24:34.000Z","Wessel Langedijk","","","","",""
"ALMB20031","2023-11-06T23:00:00.000Z","-0.02","129867.964","418681.148","801029808","2382","2592","801029856","2024-09-30T09:24:34.000Z","Wessel Langedijk","","","","",""
"ALMB20024","2023-11-06T23:00:00.000Z","0.259","132677.351","419301.855","801029808","2382","2592","801029839","2024-09-30T09:24:34.000Z","Wessel Langedijk","","","","",""
"ALMB20030","2023-11-06T23:00:00.000Z","0.231","132677.879","419300.485","801029808","2382","2592","801029810","2024-09-30T09:24:33.000Z","Wessel Langedijk","","","","",""
"B01","2024-09-25T22:00:00.000Z","-1.866","78600.352","427727.44","801028224","2382","2592","801028339","2024-09-30T09:12:23.000Z","Sander","","","","",""
"B04","2024-09-23T22:00:00.000Z","1.37","58748.071","427563.03","801028224","2382","2592","801028275","2024-09-30T09:12:23.000Z","Sander","","","","",""
