code,datum,hoogtemaaiveld,xcoord,ycoord,onderzoek,type,situ,id,created,boormeester,modified,grondwaterstand,broId,geoLatitude,geoLongitude
"ZEE014_G","2022-10-17T22:00:00.000Z","18.58","174467.222","413246.532","256008357","2382","2592","339943078","2022-10-18T13:18:01.000Z","Jon Mensink","2022-10-25T19:08:26.000Z","","","",""
"ZEE015_G","2022-10-16T22:00:00.000Z","18.499","174483.813","413635.928","256008357","2382","2592","339530188","2022-10-17T14:35:01.000Z","Jon Mensink","2022-10-25T19:10:20.000Z","","","",""
"SCH014_G","2022-10-16T22:00:00.000Z","16.396","172034.501","416652.799","256008357","2382","2592","339530163","2022-10-17T14:35:01.000Z","Jon Mensink","2022-10-25T19:02:50.000Z","","","",""
"SCH015_G","2022-10-16T22:00:00.000Z","10.692","171718.968","417749.271","256008357","2382","2592","339530141","2022-10-17T14:35:01.000Z","Jon Mensink","2022-10-25T19:04:41.000Z","","","",""
"SCH016_G","2022-10-16T22:00:00.000Z","10.079","171617.868","418032.901","256008357","2382","2592","339530119","2022-10-17T14:35:01.000Z","Jon Mensink","2024-01-21T20:10:17.000Z","","","",""
"Pb1","2022-10-05T22:00:00.000Z","0.55","15046.16","375212.25","334934247","2382","2592","334934385","2022-10-06T09:56:01.000Z","Jon Mensink","2022-10-20T11:25:03.000Z","","","",""
"Pb2","2022-10-05T22:00:00.000Z","0.47","14976.5","375139.39","334934247","3719845","2592","334934319","2022-10-06T09:56:00.000Z","Jon Mensink","2022-10-20T11:24:51.000Z","","","",""
"Pb3","2022-10-05T22:00:00.000Z","0.55","14899.31","375058.63","334934247","2382","2592","334934249","2022-10-06T09:56:00.000Z","Jon Mensink","2022-10-20T11:24:37.000Z","","","",""
"EERS015_G","2022-10-05T22:00:00.000Z","30.046","150106.482","373866.552","326998936","2382","2592","334930644","2022-10-06T09:22:01.000Z","Jon Mensink","2022-10-17T10:01:35.000Z","","","",""
"EERS017_G","2022-10-05T22:00:00.000Z","30.15","149976.017","373939.351","326998936","2382","2592","334930612","2022-10-06T09:22:01.000Z","Jon Mensink","2022-10-17T11:48:38.000Z","","","",""
"EERS016_G","2022-10-05T22:00:00.000Z","30.853","149928.184","373741.617","326998936","2382","2592","334930588","2022-10-06T09:22:01.000Z","Jon Mensink","2022-10-17T11:43:59.000Z","","","",""
"KERI840_1","2022-10-05T22:00:00.000Z","3.935","146918.648","415852.649","324694925","2382","2592","334916039","2022-10-06T06:44:03.000Z","Jon Mensink","2022-10-18T07:28:05.000Z","3.15","","",""
"EERS019_G","2022-10-04T22:00:00.000Z","29.765","150362.464","373804.622","326998936","2382","2592","334913222","2022-10-06T05:33:01.000Z","Jon Mensink","2022-10-17T11:56:22.000Z","","","",""
"EERS018_G","2022-10-04T22:00:00.000Z","29.567","150280.419","373921.079","326998936","2382","2592","334913196","2022-10-06T05:33:01.000Z","Jon Mensink","2022-10-17T11:52:54.000Z","","","",""
"EERS020_G","2022-10-04T22:00:00.000Z","29.64","150324.413","374089.783","326998936","2382","2592","334913168","2022-10-06T05:33:01.000Z","Jon Mensink","2022-10-17T12:10:03.000Z","","","",""
"EERS014_G","2022-10-04T22:00:00.000Z","29.752","150185.657","374193.739","326998936","2382","2592","334913135","2022-10-06T05:33:01.000Z","Jon Mensink","2022-10-17T09:25:11.000Z","","","",""
"EERS013_G","2022-10-04T22:00:00.000Z","29.653","150353.294","374278.334","326998936","2382","2592","334913103","2022-10-06T05:33:01.000Z","Jon Mensink","2022-10-17T09:14:19.000Z","","","",""
"KERI840_2","2022-10-03T22:00:00.000Z","4.546","146935.866","416017.562","324694925","2382","2592","334166637","2022-10-04T14:13:03.000Z","Jon Mensink","2022-10-18T07:19:13.000Z","4.026","","",""
"KERI828_4","2022-10-03T22:00:00.000Z","2.901","147571.584","416682.526","324694925","2382","2592","334166623","2022-10-04T14:13:03.000Z","Jon Mensink","2022-10-18T07:13:48.000Z","2.07","","",""
"KERI714_4","2022-10-03T22:00:00.000Z","4.363","154336.581","422462.348","324694925","2382","2592","334166603","2022-10-04T14:13:03.000Z","Jon Mensink","2022-10-18T06:12:05.000Z","3.706","","",""
"KERI680_4","2022-10-03T22:00:00.000Z","5.389","156525.053","424284.831","324694925","2382","2592","334166585","2022-10-04T14:13:03.000Z","Jon Mensink","2022-10-18T06:03:09.000Z","5.34","","",""
"EERS007_G","2022-10-03T22:00:00.000Z","29.858","150435.527","373496.109","326998936","2382","2592","334150649","2022-10-04T12:18:02.000Z","Jon Mensink","2022-10-05T06:08:21.000Z","","","",""
"EERS009_G","2022-10-03T22:00:00.000Z","29.617","150335.885","373432.342","326998936","2382","2592","334150629","2022-10-04T12:18:02.000Z","Jon Mensink","2022-10-05T06:10:58.000Z","","","",""
"EERS011_G","2022-10-03T22:00:00.000Z","29.837","150208.229","373416.4","326998936","2382","2592","334150613","2022-10-04T12:18:02.000Z","Jon Mensink","2022-10-05T06:12:59.000Z","","","",""
"EERS012_G","2022-10-03T22:00:00.000Z","29.942","150171.78","373467.021","326998936","2382","2592","334150593","2022-10-04T12:18:02.000Z","Jon Mensink","2022-10-05T06:14:51.000Z","","","",""
"EERS010_G","2022-10-03T22:00:00.000Z","30.006","150237.714","373575.877","326998936","2382","2592","334150575","2022-10-04T12:18:02.000Z","Jon Mensink","2022-10-05T06:11:55.000Z","","","",""
"EERS008_G","2022-10-03T22:00:00.000Z","30.277","150348.114","373639.767","326998936","2382","2592","334150553","2022-10-04T12:18:02.000Z","Jon Mensink","2022-10-05T06:09:53.000Z","","","",""
"EERS006_G","2022-10-03T22:00:00.000Z","29.82","150461.223","373673.929","326998936","2382","2592","334150528","2022-10-04T12:18:02.000Z","Jon Mensink","2022-10-05T06:07:42.000Z","","","",""
"EERS005_G","2022-10-02T22:00:00.000Z","29.681","148969.87","374599.344","326998936","2382","2592","333753837","2022-10-03T13:37:00.000Z","Jon Mensink","2022-10-05T06:05:59.000Z","","","",""
"EERS004_G","2022-10-02T22:00:00.000Z","29.62","148966.721","374675.567","326998936","2382","2592","333753817","2022-10-03T13:37:00.000Z","Jon Mensink","2022-10-05T06:07:34.000Z","","","",""
"EERS002_G","2022-10-02T22:00:00.000Z","28.995","148954.995","374727.438","326998936","2382","2592","333753790","2022-10-03T13:37:00.000Z","Jon Mensink","2022-10-05T06:02:42.000Z","","","",""
"EERS001_G","2022-10-02T22:00:00.000Z","29.4","149118.232","374841.218","326998936","2382","2592","333753766","2022-10-03T13:37:00.000Z","Jon Mensink","2022-10-05T05:54:32.000Z","","","",""
"EERS003_G","2022-10-02T22:00:00.000Z","28.742","149062.229","374735.456","326998936","2382","2592","333753744","2022-10-03T13:37:00.000Z","Jon Mensink","2022-10-05T06:07:26.000Z","","","",""
"Zoetermeersemeerpolder_mpveen_G","2022-06-01T22:00:00.000Z","-4.902","92075.499","455521.631","329985246","2382","","332678893","2022-09-30T17:11:35.000Z","Veldwerker","","0.493","","",""
"KEMPENAAR_5318_G","2022-06-01T22:00:00.000Z","-5.016","107256.172","465429.008","329985246","2382","","332678881","2022-09-30T17:11:35.000Z","Veldwerker","","1.323","","",""
"VAN_RIJN_5315_G","2022-06-01T22:00:00.000Z","-4.888","105070.3","464814.557","329985246","2382","","332678864","2022-09-30T17:11:35.000Z","Veldwerker","","1.153","","",""
"KERI680_1","2022-09-28T22:00:00.000Z","4.497","156934.042","424073.403","324694925","2382","2592","332671708","2022-09-30T14:02:03.000Z","Jon Mensink","2022-10-18T05:39:05.000Z","3.78","","",""
"HEWE001_G","2022-09-29T22:00:00.000Z","24.147","182462.489","385992.6","332646449","2382","2592","332646507","2022-09-30T10:46:01.000Z","Jon Mensink","2022-10-02T09:48:16.000Z","2.81","","",""
"HEWE003_G","2022-09-29T22:00:00.000Z","24.768","182878.221","386070.889","332646449","2382","2592","332646479","2022-09-30T10:46:01.000Z","Jon Mensink","2022-10-02T09:48:00.000Z","3.05","","",""
"HEWE002_G","2022-09-26T22:00:00.000Z","24.494","182702.975","386008.625","332646449","2382","2592","332646451","2022-09-30T10:46:01.000Z","Jon Mensink","2022-10-02T09:48:26.000Z","2.92","","",""
"KERI701_1","2022-09-26T22:00:00.000Z","3.966","155563.296","423221.617","324694925","2382","2592","331451157","2022-09-27T14:25:08.000Z","Jon Mensink","2022-10-18T05:45:00.000Z","2.909","","",""
"VIC001_G","2022-09-26T22:00:00.000Z","5.569","148383.436","408571.303","331450687","2377","2702","331450689","2022-09-27T14:25:00.000Z","Jon Mensink","2022-09-27T16:22:23.000Z","","","",""
"BOMW20023","2022-09-22T22:00:00.000Z","2.845","147890.852","420970.222","329623082","2382","2592","330016836","2022-09-23T15:43:08.000Z","Jon Mensink","2022-10-02T18:13:09.000Z","1.75","","",""
"KERI701_2","2022-09-22T22:00:00.000Z","4.668","155310.539","423264.777","324694925","2382","2592","330016804","2022-09-23T15:43:03.000Z","Jon Mensink","2022-10-18T05:46:15.000Z","4.083","","",""
"KERI828_2","2022-09-22T22:00:00.000Z","5.587","147577.072","416506.766","324694925","2382","2592","330016775","2022-09-23T15:43:03.000Z","Jon Mensink","2022-10-18T06:47:50.000Z","4.76","","",""
"GEUL005_Q","2022-09-07T22:00:00.000Z","21.258","192809","416947","329970481","17665869","2697","329998298","2022-09-23T12:16:44.000Z","","","","","",""
"GEUL004_Q","2022-09-07T22:00:00.000Z","19.0426","192482","416813","329970481","17665869","2697","329998090","2022-09-23T12:14:43.000Z","","2022-09-28T07:11:37.000Z","","","",""
"GEUL003_Q","2022-09-07T22:00:00.000Z","23.373","192009","417224","329970481","17665869","2697","329997718","2022-09-23T12:10:27.000Z","","2022-09-28T07:11:14.000Z","","","",""
"GEUL002_Q","2022-09-07T22:00:00.000Z","23.347","192014","417229","329970481","17665869","2697","329997387","2022-09-23T12:07:36.000Z","","","","","",""
"Olsthoorn_5257_klei","2022-09-21T22:00:00.000Z","-4.484","92059.557","455812.637","329985246","2377","2692","329985247","2022-09-23T09:31:18.000Z","Veldwerker","2022-09-30T17:13:18.000Z","","","",""
"GEUL001_Q","2022-09-07T22:00:00.000Z","14.504","191945.1","416688.406","329970481","17665869","2687","329970599","2022-09-23T05:59:37.000Z","","2022-09-28T07:10:44.000Z","","","",""
"ALMB20018","2022-09-21T22:00:00.000Z","0.491","129145.494","422583.692","329623082","2382","2592","329623139","2022-09-22T13:42:01.000Z","Jon Mensink","2022-10-02T18:06:22.000Z","0.921","","",""
"BENL20037","2022-09-21T22:00:00.000Z","0.904","141367.253","440241.222","329623082","2382","2592","329623108","2022-09-22T13:42:01.000Z","Jon Mensink","2022-10-02T18:11:05.000Z","-0.247","","",""
"BENL20041","2022-09-20T22:00:00.000Z","0.404","143847.029","437985.167","329623082","2382","2592","329623084","2022-09-22T13:42:00.000Z","Jon Mensink","2022-10-02T18:02:40.000Z","-2.57","","",""
"BENL20038","2022-09-20T22:00:00.000Z","0.587","133398.53","436491.806","329623082","2382","2592","329623018","2022-09-22T13:42:00.000Z","Jon Mensink","2022-10-02T18:08:56.000Z","1.27","","",""
"Volmolen","2022-09-21T22:00:00.000Z","19.122","156923","377450","329622956","2377","2592","329622958","2022-09-22T13:41:03.000Z","Jon Mensink","2022-09-26T10:48:51.000Z","1.3","","",""
"KERI724_4","2022-09-19T22:00:00.000Z","2.934","154118.574","421716.166","324694925","2382","2592","328818214","2022-09-20T12:53:03.000Z","Jon Mensink","2022-10-18T06:12:59.000Z","2.38","","",""
"KERI666_2","2022-09-18T22:00:00.000Z","5.183","157601.536","424710.55","324694925","2382","2592","328818186","2022-09-20T12:53:03.000Z","Jon Mensink","2022-10-18T05:35:34.000Z","4.55","","",""
"KERI666_1","2022-09-18T22:00:00.000Z","5.746","157597.086","424682.741","324694925","2382","2592","328818149","2022-09-20T12:53:03.000Z","Jon Mensink","2022-10-18T05:30:55.000Z","5.08","","",""
"KERI840_3","2022-09-15T22:00:00.000Z","4.865","146971.446","416045.521","324694925","2382","2592","327383247","2022-09-16T13:21:03.000Z","Jon Mensink","2022-10-18T07:22:07.000Z","4.328","","",""
"KERI666_3","2022-09-15T22:00:00.000Z","3.794","157626.004","424774.932","324694925","2382","2592","327383213","2022-09-16T13:21:02.000Z","Jon Mensink","2022-10-18T05:37:39.000Z","3.1","","",""
"KERI680_2","2022-09-14T22:00:00.000Z","4.836","156724.533","424320.608","324694925","2382","2592","326991153","2022-09-15T13:31:02.000Z","Jon Mensink","2022-10-18T05:40:30.000Z","4.197","","",""
"KERI680_3","2022-09-14T22:00:00.000Z","5.959","156698.049","424337.496","324694925","2382","2592","326991124","2022-09-15T13:31:02.000Z","Jon Mensink","2022-10-18T05:41:46.000Z","5.34","","",""
"KERI701_4","2022-09-14T22:00:00.000Z","4.865","155088.78","423403.424","324694925","2382","2592","326991089","2022-09-15T13:31:02.000Z","Jon Mensink","2022-10-18T05:59:31.000Z","4.195","","",""
"KERI701_3","2022-09-14T22:00:00.000Z","2.162","155287.037","423305.046","324694925","2382","2592","326991049","2022-09-15T13:31:02.000Z","Jon Mensink","2022-10-18T05:47:36.000Z","1.601","","",""
"KERI759_4","2022-09-13T22:00:00.000Z","3.403","153031.119","418274.381","324694925","2382","2592","326574742","2022-09-14T13:02:02.000Z","Jon Mensink","2022-10-18T06:15:01.000Z","2.451","","",""
"KERI776_3","2022-09-13T22:00:00.000Z","5.406","151961.99","417329.337","324694925","2382","2592","326574709","2022-09-14T13:02:01.000Z","Jon Mensink","2022-10-18T06:32:33.000Z","4.563","","",""
"KERI776_2","2022-09-13T22:00:00.000Z","3.547","152015.085","417308.579","324694925","2382","2592","326574681","2022-09-14T13:02:01.000Z","Jon Mensink","2022-10-18T06:30:40.000Z","2.648","","",""
"KERI776_1","2022-09-13T22:00:00.000Z","3.27","152141.761","417089.901","324694925","2382","2592","326574657","2022-09-14T13:02:01.000Z","Jon Mensink","2022-10-18T06:27:38.000Z","2.07","","",""
"KERI796_1","2022-09-12T22:00:00.000Z","2.935","150411.834","416494.896","324694925","2382","2592","326194080","2022-09-13T13:53:01.000Z","Jon Mensink","2022-10-18T06:34:35.000Z","1.866","","",""
"KERI796_2","2022-09-12T22:00:00.000Z","3.135","150413.842","416541.901","324694925","2382","2592","326194050","2022-09-13T13:53:01.000Z","Jon Mensink","2022-10-18T06:36:38.000Z","2.068","","",""
"KERI796_3","2022-09-12T22:00:00.000Z","3.365","150308.18","416573.519","324694925","2382","2592","326194019","2022-09-13T13:53:01.000Z","Jon Mensink","2022-10-18T06:38:48.000Z","2.36","","",""
"KERI796_4","2022-09-12T22:00:00.000Z","3.551","150368.571","416680.236","324694925","2382","2592","326193988","2022-09-13T13:53:01.000Z","Jon Mensink","2022-10-18T06:39:49.000Z","2.54","","",""
"KERI796_5","2022-09-11T22:00:00.000Z","4.28","150367.562","417028.782","324694925","2382","2592","326193962","2022-09-13T13:53:01.000Z","Jon Mensink","2022-10-18T06:41:16.000Z","3.43","","",""
"KERI814_4","2022-09-11T22:00:00.000Z","3.285","148855.151","416128.043","324694925","2382","2592","326193933","2022-09-13T13:53:01.000Z","Jon Mensink","2022-10-18T06:42:34.000Z","2.402","","",""
"KERI868_3","2022-09-11T22:00:00.000Z","2.851","144814.51","416346.302","324694925","2382","2592","326193906","2022-09-13T13:53:01.000Z","Jon Mensink","2022-10-18T07:25:07.000Z","2.372","","",""
"KERI828_1","2022-09-08T22:00:00.000Z","5.117","147579.325","416449.869","324694925","2382","2592","326193886","2022-09-13T13:53:01.000Z","Jon Mensink","2022-10-18T06:43:50.000Z","4.26","","",""
"KERI828_3","2022-09-08T22:00:00.000Z","2.972","147575.245","416614.733","324694925","2382","2592","326193860","2022-09-13T13:53:01.000Z","Jon Mensink","2022-10-18T07:12:25.000Z","2.348","","",""
"KERI868_1","2022-09-07T22:00:00.000Z","3.279","144692.285","416169.805","324694925","2382","2592","324694945","2022-09-09T04:11:01.000Z","Jon Mensink","2022-10-18T07:23:49.000Z","2.73","","",""
"KERI883_5","2022-09-07T22:00:00.000Z","2.137","143543.535","416676.164","324694925","2382","2592","324694927","2022-09-09T04:11:01.000Z","Jon Mensink","2022-10-18T07:26:27.000Z","1.675","","",""
"DR01","2022-09-05T22:00:00.000Z","10.27","165830","400210","323549434","2377","2692","323549458","2022-09-06T14:23:00.000Z","Veldwerker","2022-09-25T17:21:40.000Z","","","",""
"DR02","2022-09-05T22:00:00.000Z","10.25","165975","400248","323549434","2377","2692","323549446","2022-09-06T14:23:00.000Z","Veldwerker","2022-09-25T17:22:28.000Z","","","",""
"DR03","2022-09-05T22:00:00.000Z","10.18","166017","400278","323549434","2377","2692","323549435","2022-09-06T14:23:00.000Z","Veldwerker","2022-09-25T17:23:14.000Z","","","",""
"Linie DR03","2022-09-05T22:00:00.000Z","19.73","173558","406869","323523548","2377","2537","323523573","2022-09-06T11:38:00.000Z","Veldwerker","2022-09-23T18:08:20.000Z","","","",""
"Linie DR02","2022-09-05T22:00:00.000Z","18.54","173691","406684","323523548","2377","2692","323523560","2022-09-06T11:38:00.000Z","Veldwerker","2022-09-23T18:08:28.000Z","","","",""
"Linie DR01","2022-09-05T22:00:00.000Z","19.13","173457","406592","323523548","2377","2582","323523549","2022-09-06T11:38:00.000Z","Veldwerker","2022-09-23T18:07:26.000Z","","","",""
"ZOG001_G","2022-08-29T22:00:00.000Z","13.297","170282.121","407014.394","256008357","2382","2592","321224664","2022-08-31T08:30:01.000Z","Jon Mensink","2022-08-31T08:34:49.000Z","3.42","","",""
"ZOG002_G","2022-08-29T22:00:00.000Z","13.299","170459.865","406897.483","256008357","2382","2592","321224642","2022-08-31T08:30:01.000Z","Jon Mensink","2022-08-31T08:38:30.000Z","2.81","","",""
"ZOG003_G","2022-08-29T22:00:00.000Z","12.716","170391.562","406816.885","256008357","2382","2592","321224621","2022-08-31T08:30:00.000Z","Jon Mensink","2022-08-31T08:41:24.000Z","2.37","","",""
"VLI017_G","2022-08-28T22:00:00.000Z","-1.923","115599.053","446250.561","29055972","2382","2692","320474683","2022-08-29T16:59:00.000Z","Jon Mensink","2024-11-05T13:17:08.000Z","","GMW000000079212","",""
"VLI016_G","2022-08-28T22:00:00.000Z","-1.676","115403.05","445648.332","29055972","2382","2692","320474652","2022-08-29T16:59:00.000Z","Jon Mensink","2024-11-05T13:13:26.000Z","","GMW000000079206","",""
"STJA018_b","2022-08-13T22:00:00.000Z","12.427","191841.055","416700.963","255851339","2377","2577","314988853","2022-08-14T12:00:01.000Z","Veldwerker","2022-09-18T10:57:13.000Z","","","",""
"REPE006_O","2022-07-27T22:00:00.000Z","18.05","174529.502","412509.52","308547092","2382","2687","310912847","2022-08-02T12:21:22.000Z","","2022-08-02T12:28:03.000Z","","","",""
"REPE005_2_G","2022-07-27T22:00:00.000Z","18.983","174545.16","412792.785","308547092","2382","2537","310912818","2022-08-02T12:17:51.000Z","","","","","",""
"REPE003_O","2022-07-27T22:00:00.000Z","16.903","174761.355","412828.784","308547092","2382","2687","310911726","2022-08-02T11:25:57.000Z","","2022-08-02T11:41:34.000Z","","","",""
"REPE002_2_G","2022-07-27T22:00:00.000Z","18.6","174654.028","412853.299","308547092","2382","2692","310911633","2022-08-02T11:12:20.000Z","","2022-08-02T11:12:56.000Z","","","",""
"REPE007_G","2022-07-31T22:00:00.000Z","19.601","174366.434","412543.753","308547092","2382","2557","310578174","2022-08-01T15:25:00.000Z","Jon Mensink","2022-08-05T11:56:24.000Z","","","",""
"REPE004_G","2022-07-27T22:00:00.000Z","18.347","174846.835","412831.091","308547092","2382","2537","310578158","2022-08-01T15:25:00.000Z","Jon Mensink","2022-08-02T11:39:06.000Z","","","",""
"MOLE030_O","2022-07-28T22:00:00.000Z","-1.86","110750.666","406796.724","310243155","2382","2697","310243527","2022-07-31T18:21:18.000Z","","2022-07-31T18:40:58.000Z","","","",""
"MOLE029_G","2022-07-28T22:00:00.000Z","0.1","110768.746","406800.009","310243155","2382","2702","310243477","2022-07-31T18:18:10.000Z","","2022-07-31T18:20:13.000Z","","","",""
"MOLE001_2_G","2022-07-28T22:00:00.000Z","0.102","110799.239","406630.644","310243155","2382","2572","310243175","2022-07-31T17:14:01.000Z","Veldwerker","2022-08-02T15:29:59.000Z","","","",""
"MOLE001_1_G","2022-07-28T22:00:00.000Z","0.102","110799.723","406629.47","310243155","2382","2572","310243156","2022-07-31T17:14:01.000Z","Veldwerker","2022-08-02T15:26:11.000Z","","","",""
"REPE002_1_G","2022-07-25T22:00:00.000Z","18.6","174654.182","412854.157","308547092","2382","2692","308547140","2022-07-26T14:02:00.000Z","Jon Mensink","2022-08-02T11:12:34.000Z","","","",""
"REPE005_1_G","2022-07-25T22:00:00.000Z","18.983","174544.979","412791.671","308547092","2382","2537","308547114","2022-07-26T14:02:00.000Z","Jon Mensink","2022-08-02T11:42:45.000Z","","","",""
"REPE001_G","2022-07-25T22:00:00.000Z","18.502","174574.063","412997.309","308547092","2382","2537","308547094","2022-07-26T14:02:00.000Z","Jon Mensink","2022-08-02T11:40:46.000Z","","","",""
"leidingtrace-01","2022-07-24T22:00:00.000Z","16.578","175203","402038","308203918","2377","2692","308204156","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T13:59:57.000Z","","","",""
"leidingtrace-02","2022-07-24T22:00:00.000Z","16.689","175213","402035","308203918","2377","2692","308204151","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T14:00:05.000Z","","","",""
"leidingtrace-03","2022-07-24T22:00:00.000Z","16.833","175222","402032","308203918","2377","2692","308204140","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T14:00:13.000Z","","","",""
"leidingtrace-04","2022-07-24T22:00:00.000Z","16.798","175226","402023","308203918","2377","2692","308204125","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T14:00:20.000Z","","","",""
"leidingtrace-05","2022-07-24T22:00:00.000Z","16.742","175231","402014","308203918","2377","2692","308204110","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T14:00:27.000Z","","","",""
"leidingtrace-06","2022-07-24T22:00:00.000Z","16.674","175234","402005","308203918","2377","2692","308204097","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T14:00:35.000Z","","","",""
"leidingtrace-07","2022-07-24T22:00:00.000Z","16.731","175237","401995","308203918","2377","2692","308204088","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T14:00:43.000Z","","","",""
"leidingtrace-08","2022-07-24T22:00:00.000Z","16.694","175239","401985","308203918","2377","2692","308204075","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T14:00:49.000Z","","","",""
"leidingtrace-09","2022-07-24T22:00:00.000Z","16.753","175240","401975","308203918","2377","2692","308204072","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T14:00:56.000Z","","","",""
"leidingtrace-10","2022-07-24T22:00:00.000Z","16.761","175239","401965","308203918","2377","2692","308204061","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T14:01:06.000Z","","","",""
"leidingtrace-11","2022-07-24T22:00:00.000Z","16.754","175232","401960","308203918","2377","2692","308204052","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T14:01:11.000Z","","","",""
"Kelder-09","2022-07-24T22:00:00.000Z","16.783","175225","401932","308203918","2377","2692","308204037","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T12:54:13.000Z","1.99","","",""
"Kelder-08","2022-07-24T22:00:00.000Z","16.783","175236","401935","308203918","2377","2692","308204020","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T12:54:01.000Z","1.8","","",""
"Kelder-07","2022-07-24T22:00:00.000Z","16.784","175235","401942","308203918","2377","2692","308204009","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T12:53:54.000Z","1.82","","",""
"Kelder-06","2022-07-24T22:00:00.000Z","16.749","175223","401940","308203918","2377","2692","308203992","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T12:53:37.000Z","2.01","","",""
"Kelder-05","2022-07-24T22:00:00.000Z","16.729","175215","401936","308203918","2377","2692","308203975","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T12:53:46.000Z","1.99","","",""
"Kelder-04","2022-07-24T22:00:00.000Z","16.724","175215","401925","308203918","2377","2692","308203958","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T12:53:29.000Z","2.02","","",""
"Kelder-03","2022-07-24T22:00:00.000Z","16.89","175261","401935","308203918","2377","2692","308203947","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T12:53:21.000Z","1.6","","",""
"Kelder-02","2022-07-24T22:00:00.000Z","16.9","175259","401951","308203918","2377","2692","308203938","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T12:53:14.000Z","1.75","","",""
"Kelder-01","2022-07-24T22:00:00.000Z","16.732","175222","401945","308203918","2377","2692","308203919","2022-07-25T15:35:00.000Z","Veldwerker","2022-07-26T12:53:07.000Z","1.99","","",""
"GREP006_O","2022-06-26T22:00:00.000Z","-2.21","114255.046","457265.328","257516717","17665869","2687","306483374","2022-07-20T08:53:01.000Z","","2023-12-13T05:54:13.000Z","","","",""
"GREP005_G","2022-06-26T22:00:00.000Z","-2.33","114431.489","457265.012","257516717","2382","2692","306133698","2022-07-19T09:53:54.000Z","","2024-07-17T12:40:13.000Z","","","",""
"GREP004_G","2022-06-26T22:00:00.000Z","-2.33","114424.653","457265.206","257516717","2382","2692","306133496","2022-07-19T09:32:57.000Z","","2024-07-17T12:39:59.000Z","","","",""
"GREP003_G","2022-06-26T22:00:00.000Z","-2.35","114240.555","457265.497","257516717","2382","2692","306133456","2022-07-19T09:30:38.000Z","","2024-07-17T12:39:52.000Z","","","",""
"GREP002_G","2022-06-26T22:00:00.000Z","-2.46","114237.873","457265.341","257516717","2382","2692","306133163","2022-07-19T09:25:25.000Z","","2024-07-17T12:39:43.000Z","","","",""
"GREP001_G","2022-06-26T22:00:00.000Z","-2.43","114234.535","457265.261","257516717","2382","2692","306132128","2022-07-19T08:58:37.000Z","","2024-07-17T12:39:33.000Z","","","",""
"08","2022-07-16T22:00:00.000Z","10.617","186735.868","430791.319","275225651","2382","2567","275225603","2022-07-17T15:32:00.000Z","Veldwerker","2022-07-18T07:50:11.000Z","4.79","","",""
"MOL007_G","2022-06-12T22:00:00.000Z","-1.917","116745.537","450931.394","269886144","2382","2692","269886974","2022-07-14T11:46:03.000Z","Jon Mensink","2024-05-11T19:29:14.000Z","","GMW000000079229","",""
"MOL006_G","2022-06-12T22:00:00.000Z","-1.904","116909.56","450532.786","269886144","2382","2692","269886949","2022-07-14T11:46:03.000Z","Jon Mensink","2024-05-11T19:26:35.000Z","","GMW000000079228","",""
"MOL002_G","2022-05-30T22:00:00.000Z","-1.793","117778.673","449713.35","269886144","2382","2692","269886922","2022-07-14T11:46:03.000Z","Jon Mensink","2024-05-11T19:16:54.000Z","","GMW000000079233","",""
"MOL003_G","2022-05-29T22:00:00.000Z","-1.706","117905.755","449751.509","269886144","2382","2692","269886895","2022-07-14T11:46:03.000Z","Jon Mensink","2024-05-11T19:19:21.000Z","","GMW000000079226","",""
"MOL001_G","2022-05-29T22:00:00.000Z","-1.789","117639.274","449673.917","269886144","2382","2692","269886868","2022-07-14T11:46:03.000Z","Jon Mensink","2024-05-11T19:14:43.000Z","","GMW000000079234","",""
"MOL004_G","2022-05-29T22:00:00.000Z","-1.73","117991.76","449757.04","269886144","2382","2692","269886843","2022-07-14T11:46:03.000Z","Jon Mensink","2024-05-11T19:21:48.000Z","","GMW000000079231","",""
"MOL005_G","2022-05-30T22:00:00.000Z","-1.871","116968.026","450460.02","269886144","2382","2692","269886620","2022-07-14T11:42:00.000Z","Jon Mensink","2024-05-11T19:24:36.000Z","","GMW000000079230","",""
