code,boormeester,datum,hoogtemaaiveld,xcoord,ycoord,onderzoek,type,situ,id,created,modified,geoLatitude,geoLongitude,grondwaterstand,einddiepte
"406","A. Scheper","2018-07-03T22:00:00.000Z","","127971.58","465168.199","10413444","2377","2617","10490325","2018-07-04T13:19:01.000Z","2018-07-11T11:09:45.000Z","","","1",""
"405","A. Scheper","2018-07-03T22:00:00.000Z","","127939.828","465171.668","10413444","2377","2637","10490305","2018-07-04T13:19:01.000Z","2018-08-27T08:29:43.000Z","","","1",""
"001","A. Scheper","2018-07-03T22:00:00.000Z","","127949.26999964337","465174.6553659418","10413444","2382","2637","10490250","2018-07-04T13:19:01.000Z","2018-07-27T04:05:43.000Z","","","1",""
"206","A. Scheper","2018-07-02T22:00:00.000Z","","127960.40734400899","465147.0403659361","10413444","2377","2552","10479856","2018-07-03T15:37:01.000Z","2018-07-27T03:59:43.000Z","","","1",""
"205","A. Scheper","2018-07-02T22:00:00.000Z","","127963.134","465140.918","10413444","2377","2552","10479841","2018-07-03T15:37:01.000Z","2018-07-11T12:03:05.000Z","","","1",""
"204","A. Scheper","2018-07-02T22:00:00.000Z","","127943.982","465146.986","10413444","2377","2552","10479826","2018-07-03T15:37:01.000Z","2018-07-11T12:04:17.000Z","","","1",""
"203","A. Scheper","2018-07-02T22:00:00.000Z","","127962.281","465159.322","10413444","2377","2552","10479811","2018-07-03T15:37:01.000Z","2018-07-11T12:05:14.000Z","","","1",""
"202","A. Scheper","2018-07-02T22:00:00.000Z","","127943.533","465157.62","10413444","2377","2552","10479793","2018-07-03T15:37:01.000Z","2018-07-11T12:05:59.000Z","","","1",""
"303","A. Scheper","2018-07-02T22:00:00.000Z","","127950.054","465135.618","10413444","2377","2552","10479484","2018-07-03T14:40:01.000Z","2018-07-11T11:15:46.000Z","","","1",""
"301","A. Scheper","2018-07-02T22:00:00.000Z","","127951.486","465138.341","10413444","2377","2552","10479470","2018-07-03T14:40:01.000Z","2018-07-11T12:01:38.000Z","","","1",""
"302","A. Scheper","2018-07-02T22:00:00.000Z","","127952.796","465141.149","10413444","2382","2552","10479448","2018-07-03T14:40:01.000Z","2018-07-11T11:16:41.000Z","","","1",""
"201","A. Scheper","2018-07-02T22:00:00.000Z","","127952.8","465154.454","10413444","2382","2552","10479421","2018-07-03T14:40:01.000Z","2018-07-11T12:06:50.000Z","","","1",""
"104","A. Scheper","2018-07-02T22:00:00.000Z","","127962.70999964973","465164.26036594115","10413444","2377","2552","10479406","2018-07-03T14:40:01.000Z","2018-07-27T04:00:26.000Z","","","1",""
"103","A. Scheper","2018-07-02T22:00:00.000Z","","127956.179","465163.236","10413444","2377","2552","10479391","2018-07-03T14:40:01.000Z","2018-07-11T12:08:17.000Z","","","1",""
"101","A. Scheper","2018-07-02T22:00:00.000Z","","127941.497","465161.637","10413444","2377","2552","10479375","2018-07-03T14:40:01.000Z","2018-07-11T12:11:34.000Z","","","1",""
"102","A. Scheper","2018-07-02T22:00:00.000Z","","127948.207","465162.359","10413444","2382","2552","10479346","2018-07-03T14:40:01.000Z","2018-07-11T12:09:02.000Z","","","1",""
"003","A. Scheper","2018-07-01T22:00:00.000Z","","61136.77246821736","442540.0678605788","8916867","2382","2542","10459553","2018-07-02T15:44:01.000Z","2018-07-09T15:57:01.000Z","","","3.3",""
"002","A. Scheper","2018-07-01T22:00:00.000Z","","61165.12246823074","442529.46286058397","8916867","2382","2542","10459519","2018-07-02T15:44:01.000Z","2018-07-09T15:57:01.000Z","","","3.3",""
"001","A. Scheper","2018-07-01T22:00:00.000Z","","61174.624968235075","442532.77036057966","8916867","2382","2542","10459486","2018-07-02T15:44:01.000Z","2018-07-09T15:57:01.000Z","","","3.3",""
"003-1","A. Scheper","2018-06-27T22:00:00.000Z","","101325.6946757338","431758.51035871345","9254305","2377","2637","10424484","2018-06-28T11:30:01.000Z","2018-06-29T04:13:49.000Z","","","1.2",""
"22","wh","2018-06-27T22:00:00.000Z","","160018.7900152392","386627.20034761284","10421436","2392","","10421470","2018-06-28T09:23:01.000Z","2018-06-28T10:53:23.000Z","","","",""
"21","wh","2018-06-27T22:00:00.000Z","","160043.5700152512","386622.7903476197","10421436","2392","","10421469","2018-06-28T09:23:01.000Z","2018-06-28T10:54:11.000Z","","","",""
"20","wh","2018-06-27T22:00:00.000Z","","160034.33001524673","386639.1703476219","10421436","2392","","10421468","2018-06-28T09:23:01.000Z","2018-06-28T10:54:08.000Z","","","",""
"19","wh","2018-06-27T22:00:00.000Z","","160056.59001525736","386636.44034762157","10421436","2392","","10421467","2018-06-28T09:23:01.000Z","2018-06-28T10:53:41.000Z","","","",""
"18","wh","2018-06-27T22:00:00.000Z","","160052.39001525537","386644.6303476241","10421436","2392","","10421466","2018-06-28T09:23:01.000Z","2018-06-28T10:53:39.000Z","","","",""
"17","wh","2018-06-27T22:00:00.000Z","","160080.7400152691","386647.7803476192","10421436","2392","","10421465","2018-06-28T09:23:01.000Z","2018-06-28T10:52:39.000Z","","","",""
"16","wh","2018-06-27T22:00:00.000Z","","160087.67001527234","386639.3803476207","10421436","2392","","10421464","2018-06-28T09:23:01.000Z","2018-06-28T10:52:36.000Z","","","",""
"15","wh","2018-06-27T22:00:00.000Z","","160080.53001526906","386636.44034761866","10421436","2377","","10421463","2018-06-28T09:23:01.000Z","2018-06-28T10:52:35.000Z","","","",""
"14","wh","2018-06-27T22:00:00.000Z","","160076.7500152671","386641.48034762347","10421436","2392","","10421462","2018-06-28T09:23:01.000Z","2018-06-28T10:53:59.000Z","","","",""
"13","wh","2018-06-27T22:00:00.000Z","","160063.82530804863","386674.025643618","10421436","2392","","10421461","2018-06-28T09:23:01.000Z","","","","",""
"12","wh","2018-06-27T22:00:00.000Z","","160037.78527424287","386705.73564872734","10421436","2392","","10421460","2018-06-28T09:23:01.000Z","","","","",""
"11","wh","2018-06-27T22:00:00.000Z","","160021.98275115096","386702.6381499494","10421436","2392","","10421459","2018-06-28T09:23:01.000Z","","","","",""
"10","wh","2018-06-27T22:00:00.000Z","","160028.2302606674","386707.2056497483","10421436","2392","","10421458","2018-06-28T09:23:01.000Z","","","","",""
"09","wh","2018-06-27T22:00:00.000Z","","160011.44001523525","386666.8903476298","10421436","2392","","10421457","2018-06-28T09:23:01.000Z","2018-06-28T10:53:00.000Z","","","",""
"08","wh","2018-06-27T22:00:00.000Z","","160005.44522374566","386671.5056488784","10421436","2392","","10421456","2018-06-28T09:23:01.000Z","","","","",""
"07","wh","2018-06-27T22:00:00.000Z","","159997.3700152284","386664.370347628","10421436","2392","","10421455","2018-06-28T09:23:01.000Z","2018-06-28T10:52:56.000Z","","","",""
"06","wh","2018-06-27T22:00:00.000Z","","160003.67001523144","386659.96034762694","10421436","2392","","10421454","2018-06-28T09:23:01.000Z","2018-06-28T10:52:58.000Z","","","",""
"05","wh","2018-06-27T22:00:00.000Z","","160011.66648324375","386676.20439868816","10421436","2392","","10421453","2018-06-28T09:23:01.000Z","","","","",""
"04","wh","2018-06-27T22:00:00.000Z","","160029.09650961397","386687.334397986","10421436","2392","","10421452","2018-06-28T09:23:01.000Z","","","","",""
"03","wh","2018-06-27T22:00:00.000Z","","160032.5090150039","386691.4818980164","10421436","2392","","10421451","2018-06-28T09:23:01.000Z","","","","",""
"02","wh","2018-06-27T22:00:00.000Z","","160024.05650220418","386685.9693983454","10421436","2392","","10421450","2018-06-28T09:23:01.000Z","","","","",""
"01","wh","2018-06-27T22:00:00.000Z","","160024.8440042612","386693.9493989459","10421436","2392","","10421449","2018-06-28T09:23:01.000Z","","","","",""
"030","A. Scheper","2018-06-25T22:00:00.000Z","","91091.273867829","448029.64602510986","10416252","2377","2587","10416569","2018-06-27T18:07:02.000Z","","","","",""
"029","A. Scheper","2018-06-25T22:00:00.000Z","","91098.44012257425","448032.29725972045","10416252","2377","2632","10416561","2018-06-27T18:07:02.000Z","","","","",""
"028","A. Scheper","2018-06-25T22:00:00.000Z","","91098.1251379812","448040.2247600862","10416252","2377","2617","10416553","2018-06-27T18:07:02.000Z","","","","",""
"027","A. Scheper","2018-06-25T22:00:00.000Z","","91088.22888023089","448035.94603135984","10416252","2377","2617","10416545","2018-06-27T18:07:02.000Z","","","","",""
"026","A. Scheper","2018-06-25T22:00:00.000Z","","91078.88386016485","448025.3410517087","10416252","2377","2592","10416541","2018-06-27T18:07:02.000Z","","","","",""
"025","A. Scheper","2018-06-25T22:00:00.000Z","","91077.62386981747","448030.27605420764","10416252","2377","2592","10416537","2018-06-27T18:07:02.000Z","","","","",""
"024","A. Scheper","2018-06-25T22:00:00.000Z","","91135.05890225663","448048.6509310005","10416252","2377","2592","10416533","2018-06-27T18:07:02.000Z","","","","",""
"023","A. Scheper","2018-06-25T22:00:00.000Z","","91110.06888328433","448038.1509846912","10416252","2377","2592","10416527","2018-06-27T18:07:02.000Z","","","","",""
"022","A. Scheper","2018-06-25T22:00:00.000Z","","91100.09389790936","448045.39600568486","10416252","2377","2592","10416521","2018-06-27T18:07:02.000Z","","","","",""
"021","A. Scheper","2018-06-25T22:00:00.000Z","","91128.81144387391","448069.91344349546","10416252","2377","2567","10416517","2018-06-27T18:07:02.000Z","","","","",""
"020","A. Scheper","2018-06-25T22:00:00.000Z","","91100.25159188276","448145.30350147607","10416252","2377","2567","10416513","2018-06-27T18:07:02.000Z","","","","",""
"017","A. Scheper","2018-06-25T22:00:00.000Z","","91148.13179128208","448249.4633953213","10416252","2377","2592","10416509","2018-06-27T18:07:02.000Z","","","","",""
"016","A. Scheper","2018-06-25T22:00:00.000Z","","91140.36171509852","448209.9834134247","10416252","2377","2592","10416505","2018-06-27T18:07:02.000Z","","","","",""
"015","A. Scheper","2018-06-25T22:00:00.000Z","","91091.22165889537","448179.5335194083","10416252","2377","2592","10416501","2018-06-27T18:07:02.000Z","","","","",""
"014","A. Scheper","2018-06-25T22:00:00.000Z","","91077.57173314318","448217.33354705427","10416252","2377","2592","10416497","2018-06-27T18:07:02.000Z","","","","",""
"019","A. Scheper","2018-06-25T22:00:00.000Z","","91083.92411150018","448154.9110359313","10416252","2377","2592","10416493","2018-06-27T18:07:02.000Z","","","","",""
"018","A. Scheper","2018-06-25T22:00:00.000Z","","91036.62158092229","448137.74363755004","10416252","2377","2592","10416489","2018-06-27T18:07:02.000Z","","","","",""
"008","A. Scheper","2018-06-25T22:00:00.000Z","","91118.9938758543","448034.5809657938","10416252","2377","2592","10416475","2018-06-27T18:07:02.000Z","","","","1",""
"007","A. Scheper","2018-06-25T22:00:00.000Z","","91112.45766061323","448052.29972905223","10416252","2377","2592","10416461","2018-06-27T18:07:02.000Z","","","","0.7",""
"006","A. Scheper","2018-06-25T22:00:00.000Z","","91110.20015890631","448051.3547339025","10416252","2377","2592","10416447","2018-06-27T18:07:02.000Z","","","","0.7",""
"005","A. Scheper","2018-06-25T22:00:00.000Z","","91111.32890991269","448051.9059814732","10416252","2377","2592","10416433","2018-06-27T18:07:02.000Z","","","","0.7",""
"009","A. Scheper","2018-06-25T22:00:00.000Z","","91108.62511293378","448027.62473818084","10416252","2377","2542","10416415","2018-06-27T18:07:02.000Z","","","","1",""
"003","A. Scheper","2018-06-24T22:00:00.000Z","","91073.9751212964","448030.93231196416","10416252","2382","2592","10416395","2018-06-27T18:07:02.000Z","","","","1",""
"002","A. Scheper","2018-06-24T22:00:00.000Z","","91076.96761429863","448027.4148057162","10416252","2382","2592","10416373","2018-06-27T18:07:02.000Z","","","","1",""
"004","A. Scheper","2018-06-24T22:00:00.000Z","","91037.56666228632","448179.6386339035","10416252","2377","2592","10416360","2018-06-27T18:07:02.000Z","","","","1",""
"001","A. Scheper","2018-06-24T22:00:00.000Z","","91068.96160187546","448149.5035680705","10416252","2382","2592","10416333","2018-06-27T18:07:02.000Z","","","","1",""
"S010","A. Scheper","2018-06-24T22:00:00.000Z","","91154.32680130246","448254.81838190317","10416252","2447","2697","10416325","2018-06-27T18:07:02.000Z","","","","",""
"S009","A. Scheper","2018-06-24T22:00:00.000Z","","91100.56998234942","448231.75036224944","10416252","2447","2697","10416317","2018-06-27T18:07:02.000Z","2018-06-29T04:31:12.000Z","","","",""
"S008","A. Scheper","2018-06-24T22:00:00.000Z","","91053.52672173551","448210.7185986267","10416252","2447","2697","10416309","2018-06-27T18:07:02.000Z","","","","",""
"S007","A. Scheper","2018-06-24T22:00:00.000Z","","91004.59998230416","448189.5403622367","10416252","2447","2697","10416301","2018-06-27T18:07:02.000Z","2018-06-29T04:31:23.000Z","","","",""
"S006","A. Scheper","2018-06-24T22:00:00.000Z","","91094.26664015627","448169.9785132812","10416252","2447","2697","10416293","2018-06-27T18:07:01.000Z","","","","",""
"S005","A. Scheper","2018-06-24T22:00:00.000Z","","91109.80655849919","448128.39848175","10416252","2447","2697","10416285","2018-06-27T18:07:01.000Z","","","","",""
"S003","A. Scheper","2018-06-24T22:00:00.000Z","","91137.15891925374","448057.470926182","10416252","2447","2697","10416277","2018-06-27T18:07:01.000Z","","","","",""
"S004","A. Scheper","2018-06-24T22:00:00.000Z","","91124.50648426794","448090.59845187434","10416252","2447","2697","10416269","2018-06-27T18:07:01.000Z","","","","",""
"S002","A. Scheper","2018-06-24T22:00:00.000Z","","91131.17387476389","448034.37093983457","10416252","2447","2697","10416261","2018-06-27T18:07:01.000Z","","","","",""
"S001","A. Scheper","2018-06-24T22:00:00.000Z","","91087.02134024183","448015.3135347356","10416252","2447","2697","10416253","2018-06-27T18:07:01.000Z","","","","",""
"013","A. Scheper","2018-06-25T22:00:00.000Z","","91065.91998233255","448172.74036223313","8663266","2377","2592","10403061","2018-06-26T16:38:02.000Z","2018-06-27T05:26:11.000Z","","","",""
"012","A. Scheper","2018-06-25T22:00:00.000Z","","91039.87998232018","448160.56036223297","8663266","2377","2592","10403057","2018-06-26T16:38:02.000Z","2018-06-27T05:26:15.000Z","","","",""
"011","A. Scheper","2018-06-25T22:00:00.000Z","","91060.87998233049","448192.9003622411","8663266","2377","2592","10403053","2018-06-26T16:38:02.000Z","2018-06-27T05:26:09.000Z","","","",""
"010","A. Scheper","2018-06-25T22:00:00.000Z","","91013.41998230806","448171.4803622354","8663266","2377","2592","10403049","2018-06-26T16:38:02.000Z","2018-06-27T05:26:01.000Z","","","",""
"030","A. Scheper","2018-06-25T22:00:00.000Z","","91091.273867829","448029.64602510986","8663266","2377","2587","10403044","2018-06-26T16:38:02.000Z","","","","",""
"029","A. Scheper","2018-06-25T22:00:00.000Z","","91098.44012257425","448032.29725972045","8663266","2377","2632","10403038","2018-06-26T16:38:02.000Z","","","","",""
"028","A. Scheper","2018-06-25T22:00:00.000Z","","91098.1251379812","448040.2247600862","8663266","2377","2617","10403030","2018-06-26T16:38:02.000Z","","","","",""
"027","A. Scheper","2018-06-25T22:00:00.000Z","","91088.22888023089","448035.94603135984","8663266","2377","2617","10403022","2018-06-26T16:38:02.000Z","","","","",""
"026","A. Scheper","2018-06-25T22:00:00.000Z","","91078.88386016485","448025.3410517087","8663266","2377","2592","10403018","2018-06-26T16:38:02.000Z","","","","",""
"025","A. Scheper","2018-06-25T22:00:00.000Z","","91077.62386981747","448030.27605420764","8663266","2377","2592","10403014","2018-06-26T16:38:02.000Z","","","","",""
"024","A. Scheper","2018-06-25T22:00:00.000Z","","91135.05890225663","448048.6509310005","8663266","2377","2592","10403010","2018-06-26T16:38:02.000Z","","","","",""
"023","A. Scheper","2018-06-25T22:00:00.000Z","","91110.06888328433","448038.1509846912","8663266","2377","2592","10403006","2018-06-26T16:38:02.000Z","","","","",""
"022","A. Scheper","2018-06-25T22:00:00.000Z","","91100.09389790936","448045.39600568486","8663266","2377","2592","10403002","2018-06-26T16:38:02.000Z","","","","",""
"021","A. Scheper","2018-06-25T22:00:00.000Z","","91128.81144387391","448069.91344349546","8663266","2377","2567","10402998","2018-06-26T16:38:02.000Z","","","","",""
"020","A. Scheper","2018-06-25T22:00:00.000Z","","91100.25159188276","448145.30350147607","8663266","2377","2567","10402994","2018-06-26T16:38:02.000Z","","","","",""
"017","A. Scheper","2018-06-25T22:00:00.000Z","","91148.13179128208","448249.4633953213","8663266","2377","2592","10402990","2018-06-26T16:38:02.000Z","","","","",""
"016","A. Scheper","2018-06-25T22:00:00.000Z","","91140.36171509852","448209.9834134247","8663266","2377","2592","10402986","2018-06-26T16:38:02.000Z","","","","",""
"015","A. Scheper","2018-06-25T22:00:00.000Z","","91091.22165889537","448179.5335194083","8663266","2377","2592","10402982","2018-06-26T16:38:02.000Z","","","","",""
"014","A. Scheper","2018-06-25T22:00:00.000Z","","91077.57173314318","448217.33354705427","8663266","2377","2592","10402978","2018-06-26T16:38:02.000Z","","","","",""
"019","A. Scheper","2018-06-25T22:00:00.000Z","","91083.92411150018","448154.9110359313","8663266","2377","2592","10402974","2018-06-26T16:38:02.000Z","","","","",""
"018","A. Scheper","2018-06-25T22:00:00.000Z","","91036.62158092229","448137.74363755004","8663266","2377","2592","10402970","2018-06-26T16:38:02.000Z","","","","",""
"008","A. Scheper","2018-06-25T22:00:00.000Z","","91118.9938758543","448034.5809657938","8663266","2377","2592","10402956","2018-06-26T16:38:02.000Z","","","","1",""
"007","A. Scheper","2018-06-25T22:00:00.000Z","","91112.45766061323","448052.29972905223","8663266","2377","2592","10402942","2018-06-26T16:38:01.000Z","","","","0.7",""
"006","A. Scheper","2018-06-25T22:00:00.000Z","","91110.20015890631","448051.3547339025","8663266","2377","2592","10402928","2018-06-26T16:38:01.000Z","","","","0.7",""
"005","A. Scheper","2018-06-25T22:00:00.000Z","","91111.32890991269","448051.9059814732","8663266","2377","2592","10402914","2018-06-26T16:38:01.000Z","","","","0.7",""
"009","A. Scheper","2018-06-25T22:00:00.000Z","","91108.77467107173","448027.00036220666","8663266","2377","2542","10392376","2018-06-26T09:02:02.000Z","2018-06-27T05:26:32.000Z","","","1",""
"005","A. Scheper","2018-06-25T22:00:00.000Z","","91268.731154607","448097.61286142137","9128319","2377","2542","10391923","2018-06-26T08:08:02.000Z","2018-07-10T14:05:37.000Z","","","1",""
"003","A. Scheper","2018-06-24T22:00:00.000Z","","91073.74248233468","448031.5678622047","8663266","2382","2592","10390044","2018-06-25T17:21:02.000Z","2018-06-27T05:27:03.000Z","","","1",""
"002","A. Scheper","2018-06-24T22:00:00.000Z","","91076.63732669622","448026.8953622032","8663266","2382","2592","10390022","2018-06-25T17:21:02.000Z","2018-06-27T05:26:45.000Z","","","1",""
"004","A. Scheper","2018-06-24T22:00:00.000Z","","91037.56666228632","448179.6386339035","8663266","2377","2592","10390009","2018-06-25T17:21:02.000Z","","","","1",""
"001","A. Scheper","2018-06-24T22:00:00.000Z","","91068.96160187546","448149.5035680705","8663266","2382","2592","10389982","2018-06-25T17:21:02.000Z","","","","1",""
"S010","A. Scheper","2018-06-24T22:00:00.000Z","","91154.32680130246","448254.81838190317","8663266","2447","2697","10389974","2018-06-25T17:21:02.000Z","","","","",""
"S009","A. Scheper","2018-06-24T22:00:00.000Z","","91100.56675888627","448231.29849744984","8663266","2447","2697","10389966","2018-06-25T17:21:02.000Z","","","","",""
"S008","A. Scheper","2018-06-24T22:00:00.000Z","","91053.52672173551","448210.7185986267","8663266","2447","2697","10389958","2018-06-25T17:21:02.000Z","","","","",""
"S007","A. Scheper","2018-06-24T22:00:00.000Z","","91004.80668138445","448188.45870351186","8663266","2447","2697","10389950","2018-06-25T17:21:02.000Z","","","","",""
"S006","A. Scheper","2018-06-24T22:00:00.000Z","","91094.26664015627","448169.9785132812","8663266","2447","2697","10389942","2018-06-25T17:21:02.000Z","","","","",""
"S005","A. Scheper","2018-06-24T22:00:00.000Z","","91109.80655849919","448128.39848175","8663266","2447","2697","10389934","2018-06-25T17:21:02.000Z","","","","",""
"S003","A. Scheper","2018-06-24T22:00:00.000Z","","91137.15891925374","448057.470926182","8663266","2447","2697","10389926","2018-06-25T17:21:02.000Z","","","","",""
"S004","A. Scheper","2018-06-24T22:00:00.000Z","","91124.50648426794","448090.59845187434","8663266","2447","2697","10389918","2018-06-25T17:21:01.000Z","","","","",""
"S002","A. Scheper","2018-06-24T22:00:00.000Z","","91131.17387476389","448034.37093983457","8663266","2447","2697","10389910","2018-06-25T17:21:01.000Z","","","","",""
"S001","A. Scheper","2018-06-24T22:00:00.000Z","","91087.02134024183","448015.3135347356","8663266","2447","2697","10389902","2018-06-25T17:21:01.000Z","","","","",""
"009","A. Scheper","2018-06-21T22:00:00.000Z","","101311.63165035442","431792.21616452053","9254305","2377","2617","9383778","2018-06-22T09:53:01.000Z","","","","",""
"008","A. Scheper","2018-06-21T22:00:00.000Z","","101328.01162760018","431774.26113473007","9254305","2377","2617","9383772","2018-06-22T09:53:01.000Z","","","","",""
"007","A. Scheper","2018-06-21T22:00:00.000Z","","101340.82161275615","431762.08111142315","9254305","2377","2617","9383766","2018-06-22T09:53:01.000Z","","","","",""
"006","A. Scheper","2018-06-21T22:00:00.000Z","","101362.08408930441","431742.60357274016","9254305","2377","2617","9383760","2018-06-22T09:53:01.000Z","","","","",""
"005","A. Scheper","2018-06-21T22:00:00.000Z","","101376.15407160444","431728.3235471574","9254305","2377","2617","9383754","2018-06-22T09:53:01.000Z","","","","",""
"004","A. Scheper","2018-06-21T22:00:00.000Z","","101389.85655138869","431712.5210222654","9254305","2377","2617","9383744","2018-06-22T09:53:01.000Z","","","","",""
"003","A. Scheper","2018-06-20T22:00:00.000Z","","101329.11410584416","431760.243632818","9254305","2377","2617","9381299","2018-06-22T06:52:01.000Z","","","","",""
"002","A. Scheper","2018-06-20T22:00:00.000Z","","101286.53654108802","431728.4812108405","9254305","2377","2617","9381293","2018-06-22T06:52:01.000Z","","","","",""
"001","A. Scheper","2018-06-20T22:00:00.000Z","","101309.58407428127","431744.49366860965","9254305","2382","2617","9381269","2018-06-22T06:52:01.000Z","2018-08-20T09:35:54.000Z","","","1.5",""
"005","A. Scheper","2018-06-18T22:00:00.000Z","","100918.80498682143","431906.87535874074","9197445","2377","2617","9348103","2018-06-19T14:42:02.000Z","2018-07-10T05:22:29.000Z","","","1",""
"004","A. Scheper","2018-06-18T22:00:00.000Z","","100927.8349868258","431897.7403587389","9197445","2377","2617","9348089","2018-06-19T14:42:02.000Z","2018-07-10T05:22:23.000Z","","","1",""
"003","A. Scheper","2018-06-18T22:00:00.000Z","","100939.174986831","431892.1753587359","9197445","2377","2617","9348075","2018-06-19T14:42:02.000Z","2018-07-10T05:22:25.000Z","","","1",""
"002","A. Scheper","2018-06-18T22:00:00.000Z","","100950.35294449009","431897.5580757552","9197445","2377","2592","9348061","2018-06-19T14:42:02.000Z","","","","1",""
"001","A. Scheper","2018-06-18T22:00:00.000Z","","100952.61498683723","431891.23035873787","9197445","2382","2617","9348040","2018-06-19T14:42:01.000Z","2018-07-10T05:22:38.000Z","","","1",""
"S004","A. Scheper","2018-06-18T22:00:00.000Z","","100955.26623683865","431885.61285873875","9197445","2447","2697","9348031","2018-06-19T14:42:01.000Z","2018-06-19T14:45:41.000Z","","","",""
"S003","A. Scheper","2018-06-18T22:00:00.000Z","","100956.23748683897","431885.6916087338","9197445","2447","2697","9348022","2018-06-19T14:42:01.000Z","2018-06-19T14:45:38.000Z","","","",""
"S002","A. Scheper","2018-06-18T22:00:00.000Z","","100957.10373683949","431885.7703587378","9197445","2447","2697","9348013","2018-06-19T14:42:01.000Z","2018-06-19T14:45:36.000Z","","","",""
"S001","A. Scheper","2018-06-18T22:00:00.000Z","","100957.94373683979","431885.7703587345","9197445","2447","2697","9348004","2018-06-19T14:42:01.000Z","2018-06-19T14:45:26.000Z","","","",""
"102-A","A. Scheper","2018-06-17T22:00:00.000Z","","61556.75734950832","442092.0770298782","6132572","2377","2567","9335043","2018-06-18T14:48:01.000Z","","","","",""
"102","A. Scheper","2018-06-17T22:00:00.000Z","","61560.16985443962","442094.2295196101","6132572","2382","2567","9335018","2018-06-18T14:48:01.000Z","","","","3",""
"101","A. Scheper","2018-06-17T22:00:00.000Z","","61548.09491229341","442117.85455558024","6132572","2382","2567","9334981","2018-06-18T14:48:01.000Z","","","","3",""
"001","A. Scheper","2018-06-14T22:00:00.000Z","","103896.004","498599.593","9327729","2377","2592","9327730","2018-06-18T11:56:02.000Z","","","","",""
"C006","A. Scheper","2018-06-14T22:00:00.000Z","","103640.166","498529.072","9327635","2377","2592","9327722","2018-06-18T11:56:02.000Z","","","","",""
"C005","A. Scheper","2018-06-14T22:00:00.000Z","","103626.897","498489.356","9327635","2377","2592","9327715","2018-06-18T11:56:02.000Z","","","","",""
"C004","A. Scheper","2018-06-14T22:00:00.000Z","","103578.361","498494.257","9327635","2377","2592","9327710","2018-06-18T11:56:02.000Z","","","","",""
"C003","A. Scheper","2018-06-14T22:00:00.000Z","","103585.977","498470.452","9327635","2377","2592","9327705","2018-06-18T11:56:02.000Z","","","","",""
"C002","A. Scheper","2018-06-14T22:00:00.000Z","","103569.408","498476.198","9327635","2377","2592","9327699","2018-06-18T11:56:02.000Z","","","","",""
"C001","A. Scheper","2018-06-14T22:00:00.000Z","","103559.573","498453.414","9327635","2377","2592","9327695","2018-06-18T11:56:01.000Z","","","","",""
"B006","A. Scheper","2018-06-14T22:00:00.000Z","","103428.652","498524.312","9327635","2377","2592","9327691","2018-06-18T11:56:01.000Z","","","","",""
"B005","A. Scheper","2018-06-14T22:00:00.000Z","","103445.28","498542.951","9327635","2377","2592","9327686","2018-06-18T11:56:01.000Z","","","","",""
"B004","A. Scheper","2018-06-14T22:00:00.000Z","","103518.74","498558.936","9327635","2377","2592","9327682","2018-06-18T11:56:01.000Z","","","","",""
"B003","A. Scheper","2018-06-14T22:00:00.000Z","","103549.125","498585.242","9327635","2377","2592","9327677","2018-06-18T11:56:01.000Z","","","","",""
"B002","A. Scheper","2018-06-14T22:00:00.000Z","","103550.3","498639.832","9327635","2377","2592","9327671","2018-06-18T11:56:01.000Z","","","","",""
"B001","A. Scheper","2018-06-14T22:00:00.000Z","","103551.278","498693.11","9327635","2377","2592","9327667","2018-06-18T11:56:01.000Z","","","","",""
"A004","A. Scheper","2018-06-14T22:00:00.000Z","","103783.751","498716.092","9327635","2377","2592","9327650","2018-06-18T11:56:01.000Z","","","","",""
"A003","A. Scheper","2018-06-14T22:00:00.000Z","","103813.833","498722.159","9327635","2377","2592","9327645","2018-06-18T11:56:01.000Z","","","","",""
"A002","A. Scheper","2018-06-14T22:00:00.000Z","","103817.543","498696.873","9327635","2377","2592","9327640","2018-06-18T11:56:01.000Z","","","","",""
"A001","A. Scheper","2018-06-14T22:00:00.000Z","","103824.507","498657.544","9327635","2377","2592","9327636","2018-06-18T11:56:01.000Z","","","","",""
"001","A. Scheper","2018-06-14T22:00:00.000Z","","103901.83036823772","498598.5089477825","9321786","2377","2592","9321787","2018-06-15T14:18:01.000Z","","","","",""
"DLE-IG003","A. Scheper","2018-06-11T22:00:00.000Z","","160974.29735957715","440017.637109542","9188173","2412","2562","9279629","2018-06-12T18:23:02.000Z","2018-06-13T06:12:32.000Z","","","",""
"DLE-IG004","A. Scheper","2018-06-11T22:00:00.000Z","","160976.810015218","440010.3553604996","9188173","2412","2562","9279625","2018-06-12T18:23:02.000Z","2018-06-13T06:12:20.000Z","","","",""
"DLE-IG002","A. Scheper","2018-06-11T22:00:00.000Z","","160972.93235957652","440025.51210953953","9188173","2412","2562","9279621","2018-06-12T18:23:02.000Z","2018-06-13T06:12:41.000Z","","","",""
"DLE-IG001","A. Scheper","2018-06-11T22:00:00.000Z","","160970.5173595752","440033.9121095438","9188173","2412","2562","9279617","2018-06-12T18:23:02.000Z","2018-06-13T06:12:50.000Z","","","",""
"DLB-IG003","A. Scheper","2018-06-11T22:00:00.000Z","","160983.21501522113","440006.05036049505","9188173","2412","2562","9272504","2018-06-12T12:17:02.000Z","2018-06-13T06:09:21.000Z","","","",""
