code,boormeester,datum,hoogtemaaiveld,xcoord,ycoord,onderzoek,type,situ,id,created,modified,geoLatitude,geoLongitude,grondwaterstand,einddiepte
"009","A. Scheper","2024-11-07T23:00:00.000Z","4.627","61449.547","442591.6","805587210","2377","2567","841680853","2024-11-08T13:50:41.000Z","2024-11-08T16:19:32.000Z","","","",""
"008","A. Scheper","2024-11-07T23:00:00.000Z","4.672","61474.094","442637.839","805587210","2377","2567","841680848","2024-11-08T13:50:41.000Z","2024-11-08T16:19:32.000Z","","","",""
"010","A. Scheper","2024-11-07T23:00:00.000Z","4.653","61462.722","442595.414","805587210","2377","2567","841680843","2024-11-08T13:50:41.000Z","2024-11-08T16:19:32.000Z","","","",""
"011","A. Scheper","2024-11-07T23:00:00.000Z","5.329","61491.842","442607.24","805587210","2377","2592","841680832","2024-11-08T13:50:41.000Z","2024-11-08T16:19:32.000Z","","","",""
"012","A. Scheper","2024-11-07T23:00:00.000Z","5.112","61494.196","442630.663","805587210","2377","2567","841680824","2024-11-08T13:50:41.000Z","2024-11-08T16:19:32.000Z","","","",""
"38-3","A. Scheper","2024-11-07T23:00:00.000Z","","91211.5833985843","437242.05106464087","788030849","2377","2567","841640157","2024-11-08T08:44:13.000Z","","51.92000116267142","4.459954441292604","",""
"38-2","A. Scheper","2024-11-07T23:00:00.000Z","","91206.64840141259","437244.0460750984","788030849","2377","2567","841640140","2024-11-08T08:44:13.000Z","","51.92001852645431","4.459882343575843","",""
"38-1","A. Scheper","2024-11-07T23:00:00.000Z","","91202.55339526253","437241.10608385515","788030849","2377","2567","841640123","2024-11-08T08:44:13.000Z","","51.91999163422086","4.459823370028472","",""
"40-1","A. Scheper","2024-11-05T23:00:00.000Z","","91203.18338615025","437236.1185825998","788030849","2377","2567","839552814","2024-11-06T08:12:50.000Z","","51.91994688233235","4.459833451722617","",""
"40-2","A. Scheper","2024-11-05T23:00:00.000Z","","91207.38339280419","437239.32107361505","788030849","2377","2567","839552797","2024-11-06T08:12:49.000Z","","51.9199761457659","4.459893902659907","",""
"40-3","A. Scheper","2024-11-05T23:00:00.000Z","","91211.95088942698","437237.0635639374","788030849","2377","2567","839552780","2024-11-06T08:12:49.000Z","","51.91995638067327","4.459960707556297","",""
"003","","","0","124580.15","443003.11","836383632","2377","","836390428","2024-11-04T10:34:09.000Z","2024-11-04T10:37:45.000Z","","","",""
"002","","","0","124577.77","443028.9","836383632","2377","","836390427","2024-11-04T10:34:09.000Z","2024-11-04T10:37:36.000Z","","","",""
"001","","","0","124564.35","443069.22","836383632","2377","","836390426","2024-11-04T10:34:09.000Z","2024-11-04T10:37:41.000Z","","","",""
"50-1","T. Ottema","2024-10-30T23:00:00.000Z","","91204.58458457093","437212.8754771146","788030849","2377","2567","832676614","2024-10-31T13:13:16.000Z","","51.919738150388405","4.459858128486697","",""
"50-2","T. Ottema","2024-10-30T23:00:00.000Z","","91210.30685823513","437215.568339353","788030849","2377","2567","832676601","2024-10-31T13:13:16.000Z","","51.919763008202224","4.45994079894468","",""
"50-3","T. Ottema","2024-10-30T23:00:00.000Z","","91215.4284167013","437214.78975899064","788030849","2377","2567","832676588","2024-10-31T13:13:16.000Z","","51.91975659819213","4.46001538220627","",""
"52-3","T. Ottema","2024-10-29T23:00:00.000Z","","91216.02365564945","437209.1488276359","788030849","2377","2567","831601530","2024-10-30T12:28:45.000Z","","51.91970596973056","4.460025079730459","",""
"52-2","T. Ottema","2024-10-29T23:00:00.000Z","","91210.7064820065","437210.44178600755","788030849","2377","2567","831601518","2024-10-30T12:28:45.000Z","","51.919716980181136","4.459947558008736","",""
"48-1","T. Ottema","2024-10-29T23:00:00.000Z","","91204.14925358602","437217.3617413968","788030849","2377","2567","831601506","2024-10-30T12:28:45.000Z","","51.91977841984175","4.45985096910364","",""
"48-2","T. Ottema","2024-10-29T23:00:00.000Z","","91209.48309360021","437220.2757491753","788030849","2377","2567","831601494","2024-10-30T12:28:45.000Z","","51.91980522061449","4.459927952954818","",""
"48-3","T. Ottema","2024-10-29T23:00:00.000Z","","91215.35729357638","437218.7679702911","788030849","2377","2567","831601482","2024-10-30T12:28:45.000Z","","51.91979234339751","4.460013610731066","",""
"52-1","T. Ottema","2024-10-29T23:00:00.000Z","","91205.59263053036","437207.8279512484","788030849","2377","2567","831601470","2024-10-30T12:28:45.000Z","","51.919692902395234","4.459873716022912","",""
"Pb tank 42 voor","Veldwerker","2024-10-24T22:00:00.000Z","","91203.23587975258","437232.6535825401","788030849","2432","","826885713","2024-10-25T14:00:05.000Z","","51.91991574737497","4.459834857386271","",""
"Pb tank 42 achter","Veldwerker","2024-10-24T22:00:00.000Z","","91212.26588152288","437232.7585633367","788030849","2432","","826885710","2024-10-25T14:00:05.000Z","","51.91991772648408","4.459966084192176","",""
"Vulzand tanks nr 42","Veldwerker","2024-10-24T22:00:00.000Z","","91199.47998227565","437232.58035985","788030849","2417","","826870796","2024-10-25T12:23:54.000Z","2024-10-31T13:31:57.000Z","51.91992277445597","4.45988813526563","",""
"Drainput 7","Veldwerker","2024-10-24T22:00:00.000Z","","91231.79610781217","437353.29851985583","826839984","2392","","826839991","2024-10-25T07:31:06.000Z","","51.92100329401272","4.460227597038494","",""
"Drainput 5","Veldwerker","2024-10-24T22:00:00.000Z","","91221.50610380711","437352.0910417518","826839984","2392","","826839990","2024-10-25T07:31:06.000Z","","51.920991262243824","4.4600782575896645","",""
"Drainput 6","Veldwerker","2024-10-24T22:00:00.000Z","","91226.96610620365","437352.8785301306","826839984","2392","","826839989","2024-10-25T07:31:06.000Z","","51.92099896567779","4.460157471706168","",""
"Drainput 4","Veldwerker","2024-10-24T22:00:00.000Z","","91218.09350951304","437301.42854983744","826839984","2392","","826839988","2024-10-25T07:31:06.000Z","","51.9205355521931","4.460038051371341","",""
"Drainput 3","Veldwerker","2024-10-24T22:00:00.000Z","","91226.80838085948","437231.0260324448","826839984","2377","","826839987","2024-10-25T07:31:06.000Z","","51.91990382323085","4.460177772942991","",""
"Drainput 2","Veldwerker","2024-10-24T22:00:00.000Z","","91226.75581777628","437196.90103310905","826839984","2392","","826839986","2024-10-25T07:31:06.000Z","","51.919597125732935","4.4601833361610845","",""
"Drainput 1","Veldwerker","2024-10-24T22:00:00.000Z","","91237.88596178908","437273.76100820745","826839984","2392","","826839985","2024-10-25T07:31:06.000Z","","51.92028916505919","4.460330857315639","",""
"44-3","T. Ottema","2024-10-23T22:00:00.000Z","","91213.73537960448","437229.26840935915","788030849","2377","2567","825855453","2024-10-24T08:39:51.000Z","","51.919886527956216","4.459988089821323","",""
"44-2","T. Ottema","2024-10-23T22:00:00.000Z","","91207.97972867492","437229.8279964762","788030849","2377","2567","825855440","2024-10-24T08:39:51.000Z","","51.91989089707046","4.459904330764353","",""
"44-1","T. Ottema","2024-10-23T22:00:00.000Z","","91202.84247230174","437227.75400429603","788030849","2377","2567","825855427","2024-10-24T08:39:51.000Z","","51.9198716682975","4.4598300482076745","",""
"HKGEBOUW02","","","0.323","93434.074","464977.288","824914944","2392","","824919325","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"HKGEBOUW01","","","0.293","93418.463","464989.764","824914944","2392","","824919324","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"BKBETONMUU","","","5.036","93408.555","465008.423","824914944","2392","","824919323","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS041","","","3.187","93408.606","465006.927","824914944","2392","","824919322","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS040","","","3.3","93409.245","465007.591","824914944","2392","","824919321","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS039","","","3.152","93409.839","465007.042","824914944","2392","","824919320","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS038","","","3.233","93410.048","465007.975","824914944","2392","","824919319","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS037","","","3.246","93409.981","465007.95","824914944","2392","","824919318","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS036","","","3.306","93409.115","465008.136","824914944","2392","","824919317","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS035","","","3.24","93409.798","465009.239","824914944","2392","","824919316","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS034","","","3.258","93410.536","465010.571","824914944","2392","","824919315","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS033","","","3.334","93409.962","465009.83","824914944","2392","","824919314","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS032","","","3.316","93409.09","465008.667","824914944","2392","","824919313","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS031","","","3.371","93408.332","465007.524","824914944","2392","","824919312","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS030","","","3.352","93407.641","465006.594","824914944","2392","","824919311","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS029","","","3.1","93408.419","465006.385","824914944","2392","","824919310","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS028","","","3","93409.66","465006.372","824914944","2392","","824919309","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS027","","","3.07","93410.269","465007.408","824914944","2392","","824919308","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS026","","","3.239","93410.038","465008.475","824914944","2392","","824919307","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS025","","","3.104","93410.405","465009.464","824914944","2392","","824919306","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS024","","","3.192","93410.943","465010.854","824914944","2392","","824919305","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS023","","","2.648","93407.468","465005.481","824914944","2392","","824919304","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS022","","","2.14","93408.852","465005.062","824914944","2392","","824919303","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS021","","","2.055","93411.259","465005.725","824914944","2392","","824919302","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS020","","","1.937","93411.653","465007.02","824914944","2392","","824919300","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS019","","","1.888","93411.712","465008.541","824914944","2392","","824919299","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS018","","","1.62","93406.08","465003.944","824914944","2392","","824919298","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS017","","","1.662","93406.658","465003.655","824914944","2392","","824919297","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS016","","","1.149","93407.777","465002.871","824914944","2392","","824919296","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS015","","","0.775","93409.674","465002.431","824914944","2392","","824919295","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS014","","","0.667","93412.408","465004.29","824914944","2392","","824919294","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS013","","","0.79","93412.899","465006.658","824914944","2392","","824919293","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS012","","","0.854","93413.352","465008.095","824914944","2392","","824919292","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS011","","","0.822","93412.877","465009.325","824914944","2392","","824919291","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS010","","","0.386","93406.087","465003.272","824914944","2392","","824919290","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS009","","","0.474","93407.317","465002.882","824914944","2392","","824919289","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS008","","","0.443","93408.383","465002.157","824914944","2392","","824919288","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS007","","","0.309","93409.82","465001.086","824914944","2392","","824919287","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS006","","","0.311","93410.791","465001.295","824914944","2392","","824919286","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS005","","","0.268","93411.999","465002.485","824914944","2392","","824919285","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS004","","","0.246","93413.5","465004.389","824914944","2392","","824919284","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS003","","","0.276","93414.224","465006.731","824914944","2392","","824919283","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS002","","","0.314","93414.51","465008.814","824914944","2392","","824919282","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"GPS001","","","0.311","93413.856","465010.011","824914944","2392","","824919281","2024-10-23T12:59:04.000Z","2024-10-23T12:59:04.000Z","","","",""
"46-3","T. Ottema","2024-10-22T22:00:00.000Z","","91214.35944709714","437223.84065665276","788030849","2377","2567","824892177","2024-10-23T09:01:19.000Z","","51.919837818703314","4.459998166878255","",""
"46-2","T. Ottema","2024-10-22T22:00:00.000Z","","91208.92354586626","437225.05133408593","788030849","2377","2567","824892161","2024-10-23T09:01:19.000Z","","51.919848076036175","4.459918934542802","",""
"46-1","T. Ottema","2024-10-22T22:00:00.000Z","","91203.26738311263","437222.1630642985","788030849","2377","2567","824892145","2024-10-23T09:01:19.000Z","","51.91982146960409","4.459837261070166","",""
"Molshoop 48","T. Ottema","2024-10-16T22:00:00.000Z","","123241.06085706202","463934.47633270087","815208177","2392","2592","820236124","2024-10-18T13:07:54.000Z","","52.16265961927015","4.923043271710872","",""
"Molshoop 38","T. Ottema","2024-10-15T22:00:00.000Z","","123425.51512784656","464002.3647881379","815208177","2392","2592","820236118","2024-10-18T13:07:54.000Z","","52.16328035265151","4.925732697162597","",""
"D002-1","T. Ottema","2024-10-15T22:00:00.000Z","","123436.3691133161","463978.26882332563","815208177","2377","2592","820236113","2024-10-18T13:07:54.000Z","","52.163064406135256","4.925893565428245","0.3",""
"Molshoop 34","T. Ottema","2024-10-15T22:00:00.000Z","","123024.74327623499","463922.62715008657","815208177","2392","2592","820236109","2024-10-18T13:07:54.000Z","","52.16254064394624","4.919882982385228","",""
"Molshoop 22","T. Ottema","2024-10-14T22:00:00.000Z","","123125.44692915096","464004.72054120677","815208177","2392","2592","820236103","2024-10-18T13:07:54.000Z","","52.16328429249238","4.921347024175854","",""
"Molshoop 19","T. Ottema","2024-10-14T22:00:00.000Z","","123701.71925241817","464244.58373182407","815208177","2392","2592","820236098","2024-10-18T13:07:54.000Z","","52.16547305762992","4.9297470653708","",""
"Molshoop 18","T. Ottema","2024-10-14T22:00:00.000Z","","123642.0267438854","464214.1863039053","815208177","2392","2592","820236093","2024-10-18T13:07:54.000Z","","52.16519646979732","4.928877430877563","",""
"Molshoop 60","T. Ottema","2024-10-17T22:00:00.000Z","","123402.33225008295","463924.10001060466","815208177","2392","2592","820229746","2024-10-18T12:35:43.000Z","","52.162575608359084","4.92540116224649","",""
"Molshoop 59","T. Ottema","2024-10-17T22:00:00.000Z","","123130.97966541717","463798.41277700337","815208177","2392","2592","820229742","2024-10-18T12:35:43.000Z","","52.16143038437495","4.921447237552689","",""
"Bg5","T. Ottema","2024-10-17T22:00:00.000Z","","122993.88787503968","463735.02492384304","815208177","2377","2592","820229738","2024-10-18T12:35:43.000Z","","52.16085274926289","4.919449716559658","",""
"D001-1","T. Ottema","2024-10-17T22:00:00.000Z","","123184.24552484072","463867.1229649128","815208177","2377","2592","820229729","2024-10-18T12:35:43.000Z","","52.16205099966214","4.922219243319172","0.6",""
"Demping 33","T. Ottema","2024-10-17T22:00:00.000Z","","123327.9424237526","463924.47542957996","815208177","2377","2592","820229724","2024-10-18T12:35:43.000Z","","52.16257472246403","4.924313947887323","",""
"002","A. Scheper","2020-01-30T23:00:00.000Z","-2.137","89594.081","449345.67","819270324","2382","2542","819270325","2024-10-17T14:10:38.000Z","","52.02859250886489","4.434139476996625","1",""
"Demping 32","T. Ottema","2024-10-16T22:00:00.000Z","","123446.0220462157","463973.78545684024","815208177","2377","2592","819241732","2024-10-17T12:18:26.000Z","","52.16302466254093","4.926035057416869","",""
"Demping 31","T. Ottema","2024-10-16T22:00:00.000Z","","123463.81011173344","463938.70265329554","815208177","2377","2592","819241726","2024-10-17T12:18:26.000Z","","52.162710365302544","4.9262982827238995","0.5",""
"Molshoop 58","T. Ottema","2024-10-16T22:00:00.000Z","","123505.87990845316","463970.7531593217","815208177","2392","2592","819241723","2024-10-17T12:18:26.000Z","","52.16300082509953","4.92691014773898","",""
"Molshoop 57","T. Ottema","2024-10-16T22:00:00.000Z","","123549.09071229433","464006.47217818","815208177","2392","2592","819241720","2024-10-17T12:18:26.000Z","","52.1633243181038","4.927538356754357","",""
"Molshoop 56","T. Ottema","2024-10-16T22:00:00.000Z","","123691.63725643886","464081.3698053632","815208177","2392","2592","819241717","2024-10-17T12:18:26.000Z","","52.164005571617146","4.929614754269764","",""
"Molshoop 55","T. Ottema","2024-10-16T22:00:00.000Z","","123787.00025832218","464088.5997997978","815208177","2392","2592","819241714","2024-10-17T12:18:26.000Z","","52.164075949226124","4.931007830077527","",""
"Molshoop 54","T. Ottema","2024-10-16T22:00:00.000Z","","123653.39416369752","464020.82874141296","815208177","2392","2592","819241711","2024-10-17T12:18:26.000Z","","52.16345927895496","4.929061414115888","",""
"Molshoop 53","T. Ottema","2024-10-16T22:00:00.000Z","","123592.514135354","464002.2530553801","815208177","2392","2592","819241708","2024-10-17T12:18:26.000Z","","52.16328886855908","4.9281733747533","",""
"Demping 30","T. Ottema","2024-10-16T22:00:00.000Z","","123624.7842052506","464032.33982195234","815208177","2377","2592","819241703","2024-10-17T12:18:26.000Z","","52.16356111264237","4.928642218683883","0.5",""
"Molshoop 52","T. Ottema","2024-10-16T22:00:00.000Z","","123113.25312603673","463881.7385972998","815208177","2392","2592","819241700","2024-10-17T12:18:26.000Z","","52.162178266995575","4.921180356856829","",""
"Molshoop 51","T. Ottema","2024-10-16T22:00:00.000Z","","123053.0155082582","463842.2898948843","815208177","2392","2592","819241697","2024-10-17T12:18:26.000Z","","52.161820234551165","4.920303724536869","",""
"Molshoop 50","T. Ottema","2024-10-16T22:00:00.000Z","","122980.30535428177","463826.53218947613","815208177","2392","2592","819241694","2024-10-17T12:18:26.000Z","","52.161674399781404","4.919242596709567","",""
"Molshoop 49","T. Ottema","2024-10-16T22:00:00.000Z","","122936.31100518504","463786.28509888117","815208177","2392","2592","819241691","2024-10-17T12:18:26.000Z","","52.16131012029412","4.9186034476307645","",""
"Demping 29","T. Ottema","2024-10-16T22:00:00.000Z","","123172.11479406655","463895.90033744","815208177","2377","2592","819241683","2024-10-17T12:18:26.000Z","","52.16230894260812","4.922039263351124","0.5",""
"Molshoop 47","T. Ottema","2024-10-16T22:00:00.000Z","","123302.39612999985","463942.0467699957","815208177","2392","2592","819241680","2024-10-17T12:18:26.000Z","","52.162731182759096","4.923938958946762","",""
"Molshoop 46","T. Ottema","2024-10-16T22:00:00.000Z","","123371.42474829723","463985.0716658366","815208177","2392","2592","819241677","2024-10-17T12:18:26.000Z","","52.163121833269614","4.924943784103645","",""
"Molshoop 45","T. Ottema","2024-10-16T22:00:00.000Z","","123458.74839869238","464037.70865384233","815208177","2392","2592","819241674","2024-10-17T12:18:26.000Z","","52.16359991053616","4.926215115095948","",""
"Molshoop 44","T. Ottema","2024-10-16T22:00:00.000Z","","123501.16862108746","464027.55487924046","815208177","2392","2592","819241671","2024-10-17T12:18:26.000Z","","52.163511072169555","4.92683602659898","",""
"Demping 28","T. Ottema","2024-10-16T22:00:00.000Z","","123583.70258718534","464049.9970824151","815208177","2377","2592","819241668","2024-10-17T12:18:26.000Z","","52.16371747558574","4.928040179799741","0.5",""
"Demping 27","T. Ottema","2024-10-16T22:00:00.000Z","","123588.33938935399","464109.56505794113","815208177","2377","2592","819241661","2024-10-17T12:18:26.000Z","","52.164253117195244","4.928102438503299","0.5",""
"Molshoop 43","T. Ottema","2024-10-16T22:00:00.000Z","","123537.64791836913","464058.2294459179","815208177","2392","2592","819241658","2024-10-17T12:18:26.000Z","","52.163788844267344","4.927366328204588","",""
"Molshoop 42","T. Ottema","2024-10-16T22:00:00.000Z","","123745.71016560127","464153.09023540915","815208177","2392","2592","819241655","2024-10-17T12:18:26.000Z","","52.164653234119235","4.930398436592532","",""
"Demping 26","T. Ottema","2024-10-16T22:00:00.000Z","","123735.09783650491","464118.0490383249","815208177","2377","2592","819241652","2024-10-17T12:18:26.000Z","","52.16433769443732","4.930246559224279","0.6",""
"Molshoop 41","T. Ottema","2024-10-16T22:00:00.000Z","","123633.73376156791","464094.67576372693","815208177","2392","2592","819241649","2024-10-17T12:18:26.000Z","","52.16412187645997","4.928767260284358","",""
"Molshoop 40","T. Ottema","2024-10-16T22:00:00.000Z","","123718.6991101127","464130.85221199144","815208177","2392","2592","819241646","2024-10-17T12:18:26.000Z","","52.16445183688447","4.930005709376097","",""
"D003","T. Ottema","2024-10-16T22:00:00.000Z","","123712.21626022429","464096.432281408","815208177","2392","2592","819241645","2024-10-17T12:18:26.000Z","","52.16414211434708","4.929914131182894","",""
"D003-1","T. Ottema","2024-10-16T22:00:00.000Z","","123711.52907452206","464096.7298729778","815208177","2377","2592","819241637","2024-10-17T12:18:26.000Z","","52.164144750082464","4.929904060452942","0.6",""
"Molshoop 39","T. Ottema","2024-10-16T22:00:00.000Z","","123686.18776575406","464092.2328047827","815208177","2392","2592","819241634","2024-10-17T12:18:26.000Z","","52.16410289590731","4.929534108049502","",""
"D002","T. Ottema","2024-10-15T22:00:00.000Z","","123434.1186061995","463976.9045871043","815208177","2392","2552","818030206","2024-10-16T11:31:39.000Z","","52.16305201622273","4.9258608015094385","",""
"Pad 16","T. Ottema","2024-10-15T22:00:00.000Z","","123426.69923960193","464009.2001795155","815208177","2377","2592","818030199","2024-10-16T11:31:39.000Z","","52.16334185463531","4.925749367494966","0.6",""
"D006","T. Ottema","2024-10-15T22:00:00.000Z","","123419.30362247373","464039.83533615666","815208177","2392","2552","818030198","2024-10-16T11:31:39.000Z","","52.16361677082164","4.925638433486895","",""
"D006-1","T. Ottema","2024-10-15T22:00:00.000Z","","123417.53322469439","464037.1278858262","815208177","2377","2592","818030195","2024-10-16T11:31:39.000Z","","52.16359233591224","4.925612810892802","0.5",""
"Pad 15","T. Ottema","2024-10-15T22:00:00.000Z","","123358.55707840197","464015.28891179344","815208177","2377","2592","818030192","2024-10-16T11:31:39.000Z","","52.16339267924631","4.924752911140121","0.6",""
"Molshoop 37","T. Ottema","2024-10-15T22:00:00.000Z","","123314.8053724786","463997.49407624535","815208177","2392","2592","818030189","2024-10-16T11:31:39.000Z","","52.163230237188905","4.924115144448142","",""
"Pad 14","T. Ottema","2024-10-15T22:00:00.000Z","","123257.56778814827","463973.8188341531","815208177","2377","2592","818030186","2024-10-16T11:31:39.000Z","","52.16301416572911","4.923280838670656","0.5",""
"Pad 13","T. Ottema","2024-10-15T22:00:00.000Z","","123188.50145152282","463944.5363188231","815208177","2377","2592","818030183","2024-10-16T11:31:39.000Z","","52.16274701096203","4.9222741924678886","0.6",""
"Pad 12","T. Ottema","2024-10-15T22:00:00.000Z","","123124.47722690413","463913.4552402075","815208177","2377","2592","818030180","2024-10-16T11:31:39.000Z","","52.16246397366616","4.921341415486408","0.6",""
"Pad 11","T. Ottema","2024-10-15T22:00:00.000Z","","123058.87420246858","463889.79159206594","815208177","2377","2592","818030177","2024-10-16T11:31:39.000Z","","52.162247503165354","4.920384879625713","0.6",""
"Pad 10","T. Ottema","2024-10-15T22:00:00.000Z","","123006.35432821559","463863.39778772194","815208177","2377","2592","818030174","2024-10-16T11:31:39.000Z","","52.16200724502355","4.919619813059449","0.5",""
"Pad 9","T. Ottema","2024-10-15T22:00:00.000Z","","122935.30985204698","463830.3601989467","815208177","2377","2592","818030170","2024-10-16T11:31:39.000Z","","52.161706194830884","4.918584656783858","",""
"D009","T. Ottema","2024-10-15T22:00:00.000Z","","123010.13918923195","463874.30086985783","815208177","2392","2552","818030169","2024-10-16T11:31:39.000Z","","52.162105457566","4.919674099989347","",""
"D009-1","T. Ottema","2024-10-15T22:00:00.000Z","","123012.41245048343","463874.36417541205","815208177","2377","2592","818030168","2024-10-16T11:31:39.000Z","","52.16210615817213","4.919707316519529","0.3",""
"Pad 8","T. Ottema","2024-10-15T22:00:00.000Z","","122998.40943774328","463908.7588174849","815208177","2377","2592","818030165","2024-10-16T11:31:39.000Z","","52.16241447499372","4.919499430127443","0.6",""
"Bg4","T. Ottema","2024-10-15T22:00:00.000Z","","122819.04987297463","463855.1959950937","815208177","2377","2592","818030161","2024-10-16T11:31:39.000Z","","52.161922650473194","4.9168832428972395","",""
"Molshoop 36","T. Ottema","2024-10-15T22:00:00.000Z","","122846.64217269339","463851.32552301657","815208177","2392","2592","818030158","2024-10-16T11:31:39.000Z","","52.16188947061589","4.917286854064329","",""
"Bg3","T. Ottema","2024-10-15T22:00:00.000Z","","122828.95914822986","463826.15979407716","815208177","2377","2592","818030154","2024-10-16T11:31:39.000Z","","52.161662259782446","4.917030810548212","",""
"Demping 25","T. Ottema","2024-10-15T22:00:00.000Z","","122892.19190144513","463859.6113677413","815208177","2377","2592","818030151","2024-10-16T11:31:39.000Z","","52.161966590384466","4.917951752407413","0.6",""
"Molshoop 35","T. Ottema","2024-10-15T22:00:00.000Z","","122988.1189504877","463925.0586349065","815208177","2392","2592","818030148","2024-10-16T11:31:39.000Z","","52.16256037620651","4.919347503238829","",""
"Molshoop 33","T. Ottema","2024-10-15T22:00:00.000Z","","123090.43072618706","463939.4175603631","815208177","2392","2592","818030142","2024-10-16T11:31:39.000Z","","52.162695348960845","4.9208414015258874","",""
"Demping 24","T. Ottema","2024-10-15T22:00:00.000Z","","123143.02827047791","463962.5117540944","815208177","2377","2592","818030139","2024-10-16T11:31:39.000Z","","52.16290594782333","4.921607931033265","0.5",""
"Molshoop 32","T. Ottema","2024-10-15T22:00:00.000Z","","123252.34120821254","464012.2738793346","815208177","2392","2592","818030136","2024-10-16T11:31:39.000Z","","52.16335948688202","4.9232008596365855","",""
"Molshoop 31","T. Ottema","2024-10-15T22:00:00.000Z","","123336.75461450311","464044.8974515836","815208177","2392","2592","818030133","2024-10-16T11:31:39.000Z","","52.163657541977464","4.924431510749434","",""
"Demping 23","T. Ottema","2024-10-15T22:00:00.000Z","","123305.60665770335","464012.1142144516","815208177","2377","2592","818030130","2024-10-16T11:31:39.000Z","","52.1633611105686","4.923979342691869","0.6",""
"Molshoop 30","T. Ottema","2024-10-15T22:00:00.000Z","","123393.8900157193","464052.51180313586","815208177","2392","2592","818030127","2024-10-16T11:31:39.000Z","","52.16372924934115","4.925265835050918","",""
"Demping 22","T. Ottema","2024-10-15T22:00:00.000Z","","123445.13481939203","464068.1917363424","815208177","2377","2592","818030122","2024-10-16T11:31:39.000Z","","52.163873105199315","4.926013321592506","0.4",""
"Demping 21","T. Ottema","2024-10-15T22:00:00.000Z","","123427.87066106696","464107.39339210273","815208177","2377","2592","818030119","2024-10-16T11:31:39.000Z","","52.16422445058895","4.925757361561649","0.4",""
